Rk,G,Date,Opp,W/L,PTS,Opp.1,PTS.1,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
21,21,2023-12-08,NYK,W,133,123,48,91,.527,19,47,.404,18,21,.857,8,34,24,8,5,8,19,44,88,.500,15,37,.405,20,27,.741,12,44,28,4,3,14,20
22,22,2023-12-12,CLE,W,120,113,38,84,.452,18,44,.409,26,26,1.000,12,45,23,9,9,15,13,44,92,.478,19,45,.422,6,9,.667,6,35,27,6,4,13,18
23,23,2023-12-14,CLE,W,116,107,43,85,.506,13,36,.361,17,20,.850,13,44,22,7,8,13,15,40,83,.482,11,33,.333,16,17,.941,9,39,21,7,1,16,18
24,24,2023-12-15,ORL,W,128,111,48,92,.522,18,42,.429,14,20,.700,9,34,31,14,7,11,22,42,87,.483,14,35,.400,13,18,.722,13,45,25,5,2,21,22
25,25,2023-12-17,ORL,W,114,97,45,95,.474,17,36,.472,7,8,.875,10,55,18,4,10,14,19,34,89,.382,11,36,.306,18,24,.750,10,43,18,7,4,9,16
26,26,2023-12-19,GSW,L,126,132,47,114,.412,17,58,.293,15,17,.882,18,55,28,6,5,8,13,50,109,.459,20,50,.400,12,14,.857,18,59,29,4,5,10,15
27,27,2023-12-20,SAC,W,144,119,51,92,.554,22,42,.524,20,24,.833,14,50,35,6,10,9,17,43,91,.473,21,44,.477,12,23,.522,12,37,29,4,8,7,15
28,28,2023-12-23,LAC,W,145,108,49,94,.521,25,53,.472,22,28,.786,15,51,33,4,5,10,19,41,89,.461,11,34,.324,15,15,1.000,9,34,25,4,4,11,24
29,29,2023-12-25,LAL,W,126,115,46,91,.505,13,42,.310,21,28,.750,11,44,31,8,7,8,17,43,90,.478,13,32,.406,16,21,.762,13,43,24,4,1,12,19
30,30,2023-12-28,DET,W,128,122,48,99,.485,11,39,.282,21,25,.840,11,43,25,10,4,12,15,48,101,.475,14,43,.326,12,19,.632,19,57,27,7,4,19,21
31,31,2023-12-29,TOR,W,120,118,43,88,.489,17,39,.436,17,20,.850,13,52,29,3,6,16,17,44,95,.463,17,44,.386,13,20,.650,9,38,29,10,6,5,15
32,32,2023-12-31,SAS,W,134,101,51,95,.537,15,42,.357,17,22,.773,13,57,29,6,7,11,12,40,94,.426,12,45,.267,9,12,.750,9,39,28,6,1,16,17
33,33,2024-01-02,OKC,L,123,127,42,92,.457,15,40,.375,24,29,.828,17,47,33,7,10,14,15,48,91,.527,18,40,.450,13,17,.765,10,38,34,7,10,12,22
34,34,2024-01-05,UTA,W,126,97,39,90,.433,17,49,.347,31,36,.861,9,56,24,9,8,14,23,34,94,.362,6,34,.176,23,34,.676,16,57,23,11,2,18,24
35,35,2024-01-06,IND,W,118,101,46,90,.511,16,41,.390,10,19,.526,13,56,26,6,6,18,20,38,92,.413,8,42,.190,17,22,.773,10,38,23,12,2,9,18
36,36,2024-01-08,IND,L,131,133,47,90,.522,17,35,.486,20,29,.690,13,42,26,3,8,15,20,48,91,.527,19,40,.475,18,22,.818,9,39,29,6,7,13,23
37,37,2024-01-10,MIN,W,127,120,39,90,.433,19,47,.404,30,31,.968,7,46,21,5,4,8,19,44,95,.463,14,34,.412,18,20,.900,8,47,22,4,6,9,27
38,38,2024-01-11,MIL,L,102,135,34,91,.374,9,35,.257,25,30,.833,6,31,22,5,5,6,13,52,92,.565,18,42,.429,13,16,.813,12,54,34,3,6,11,22
39,39,2024-01-13,HOU,W,145,113,51,95,.537,24,47,.511,19,25,.760,10,50,26,7,8,12,21,40,99,.404,7,30,.233,26,30,.867,15,50,20,10,3,13,18
40,40,2024-01-15,TOR,W,105,96,33,82,.402,16,39,.410,23,25,.920,5,53,20,3,7,13,16,38,95,.400,4,32,.125,16,21,.762,9,52,25,6,2,7,21
41,41,2024-01-17,SAS,W,117,98,42,90,.467,18,38,.474,15,19,.789,12,54,22,5,6,14,15,39,93,.419,7,34,.206,13,16,.813,11,41,26,5,3,10,15
42,42,2024-01-19,DEN,L,100,102,38,89,.427,14,44,.318,10,14,.714,12,38,21,5,2,3,17,42,81,.519,8,31,.258,10,13,.769,10,47,20,0,3,11,13
43,43,2024-01-21,HOU,W,116,107,43,98,.439,17,47,.362,13,18,.722,16,55,31,10,12,16,17,41,94,.436,10,35,.286,15,22,.682,11,49,26,9,3,15,17
44,44,2024-01-22,DAL,W,119,110,41,88,.466,15,46,.326,22,30,.733,5,44,26,7,8,6,20,43,97,.443,14,40,.350,10,14,.714,10,48,24,4,4,10,20
45,45,2024-01-25,MIA,W,143,110,51,80,.638,22,40,.550,19,20,.950,6,47,36,4,5,11,10,42,94,.447,16,42,.381,10,13,.769,11,31,25,7,1,5,12
46,46,2024-01-27,LAC,L,96,115,36,100,.360,10,40,.250,14,16,.875,18,52,21,2,9,11,13,45,102,.441,10,40,.250,15,18,.833,15,58,28,8,8,8,20
47,47,2024-01-29,NOP,W,118,112,43,85,.506,17,46,.370,15,20,.750,6,40,27,7,5,11,15,46,91,.505,10,35,.286,10,13,.769,9,40,21,7,6,12,14
48,48,2024-01-30,IND,W,129,124,47,87,.540,17,36,.472,18,22,.818,7,40,25,6,9,12,16,50,108,.463,12,39,.308,12,15,.800,19,50,33,4,2,8,21
49,49,2024-02-01,LAL,L,105,114,41,97,.423,16,48,.333,7,7,1.000,14,54,30,4,12,15,19,38,94,.404,19,36,.528,19,26,.731,15,52,30,11,2,7,8
50,50,2024-02-04,MEM,W,131,91,48,99,.485,19,51,.373,16,18,.889,17,57,30,12,4,11,13,35,92,.380,11,38,.289,10,12,.833,16,46,19,5,3,20,15
51,51,2024-02-07,ATL,W,125,117,49,93,.527,17,49,.347,10,11,.909,6,45,33,6,9,14,16,43,102,.422,13,41,.317,18,20,.900,13,49,24,8,2,9,13
52,52,2024-02-09,WAS,W,133,129,48,92,.522,11,34,.324,26,28,.929,9,49,25,9,5,13,17,45,95,.474,20,47,.426,19,21,.905,5,39,32,8,1,12,25
53,53,2024-02-11,MIA,W,110,106,41,81,.506,16,39,.410,12,17,.706,6,42,27,1,9,11,13,40,97,.412,12,40,.300,14,15,.933,14,45,21,4,2,7,14
54,54,2024-02-13,BRK,W,118,110,43,83,.518,15,37,.405,17,23,.739,7,39,31,6,1,14,24,39,79,.494,15,33,.455,17,26,.654,7,37,28,6,3,12,21
55,55,2024-02-14,BRK,W,136,86,52,91,.571,22,45,.489,10,12,.833,10,51,32,6,5,10,13,31,81,.383,10,31,.323,14,15,.933,6,31,27,5,1,12,12
56,56,2024-02-22,CHI,W,129,112,45,83,.542,23,47,.489,16,21,.762,5,36,27,10,11,14,16,44,94,.468,10,28,.357,14,16,.875,13,45,30,6,2,13,17
57,57,2024-02-24,NYK,W,116,102,46,81,.568,15,35,.429,9,12,.750,11,36,27,8,4,7,16,37,82,.451,13,38,.342,15,16,.938,15,39,21,1,3,14,15
58,58,2024-02-27,PHI,W,117,99,39,74,.527,5,22,.227,34,37,.919,9,56,21,7,9,14,16,37,94,.394,14,42,.333,11,12,.917,8,28,20,6,5,10,23
59,59,2024-03-01,DAL,W,138,110,52,94,.553,21,43,.488,13,13,1.000,9,47,33,4,8,9,15,44,94,.468,9,34,.265,13,18,.722,10,42,20,4,4,8,12
60,60,2024-03-03,GSW,W,140,88,53,96,.552,25,49,.510,9,11,.818,7,51,35,10,5,8,19,36,92,.391,7,41,.171,9,13,.692,12,46,24,2,3,17,13
61,61,2024-03-05,CLE,L,104,105,39,93,.419,15,38,.395,11,12,.917,14,53,24,6,9,13,13,39,90,.433,20,42,.476,7,11,.636,8,42,28,11,3,9,10
62,62,2024-03-07,DEN,L,109,115,41,91,.451,11,38,.289,16,25,.640,13,47,24,6,3,12,18,45,90,.500,4,21,.190,21,22,.955,8,45,27,10,4,8,19
63,63,2024-03-09,PHO,W,117,107,46,94,.489,15,39,.385,10,13,.769,13,43,29,7,4,12,12,44,87,.506,9,31,.290,10,16,.625,10,41,21,6,1,15,14
64,64,2024-03-11,POR,W,121,99,49,100,.490,15,40,.375,8,12,.667,14,45,34,7,10,3,11,39,87,.448,10,28,.357,11,11,1.000,9,38,23,3,5,11,11
65,65,2024-03-12,UTA,W,123,107,43,92,.467,20,49,.408,17,19,.895,14,46,25,5,8,9,14,41,86,.477,15,32,.469,10,11,.909,9,38,23,4,7,10,18
66,66,2024-03-14,PHO,W,127,112,47,89,.528,25,50,.500,8,11,.727,6,33,31,12,5,10,13,47,99,.475,11,31,.355,7,10,.700,19,51,27,4,3,14,12
67,67,2024-03-17,WAS,W,130,104,43,87,.494,24,50,.480,20,24,.833,12,43,30,9,6,15,17,41,89,.461,10,34,.294,12,14,.857,10,40,24,3,5,16,20
68,68,2024-03-18,DET,W,119,94,43,95,.453,22,49,.449,11,13,.846,15,53,30,8,8,11,9,36,84,.429,9,29,.310,13,15,.867,8,43,21,6,3,13,15
69,69,2024-03-20,MIL,W,122,119,40,85,.471,18,40,.450,24,29,.828,11,37,25,6,5,9,18,45,84,.536,17,35,.486,12,14,.857,9,41,20,3,6,15,25
70,70,2024-03-22,DET,W,129,102,47,89,.528,16,45,.356,19,27,.704,8,35,31,9,5,7,15,42,83,.506,9,31,.290,9,13,.692,8,42,25,4,1,19,23
71,71,2024-03-23,CHI,W,124,113,44,86,.512,21,48,.438,15,17,.882,12,41,28,5,3,12,9,47,82,.573,9,24,.375,10,11,.909,3,29,36,7,3,7,18
72,72,2024-03-25,ATL,L,118,120,47,95,.495,11,38,.289,13,19,.684,12,38,21,7,8,9,16,46,87,.529,18,36,.500,10,17,.588,15,44,30,5,3,13,18
73,73,2024-03-28,ATL,L,122,123,45,94,.479,14,36,.389,18,21,.857,9,43,28,7,6,12,15,51,104,.490,15,44,.341,6,10,.600,17,53,24,5,5,11,17
74,74,2024-03-30,NOP,W,104,92,39,82,.476,15,37,.405,11,12,.917,8,51,27,7,7,13,13,34,86,.395,13,35,.371,11,18,.611,10,41,22,9,3,9,12
75,75,2024-04-01,CHO,W,118,104,43,89,.483,19,53,.358,13,16,.813,11,51,28,3,3,11,15,41,91,.451,13,37,.351,9,11,.818,8,40,28,3,2,7,15
76,76,2024-04-03,OKC,W,135,100,50,92,.543,17,40,.425,18,19,.947,11,46,33,7,10,11,18,35,81,.432,5,24,.208,25,28,.893,5,31,21,8,5,14,11
77,77,2024-04-05,SAC,W,101,100,38,89,.427,12,44,.273,13,18,.722,12,51,25,6,4,8,11,38,99,.384,17,51,.333,7,13,.538,15,54,21,4,3,7,15
78,78,2024-04-07,POR,W,124,107,49,87,.563,16,38,.421,10,13,.769,5,40,34,11,8,13,12,40,102,.392,14,38,.368,13,13,1.000,22,53,26,8,2,15,12
79,79,2024-04-09,MIL,L,91,104,37,93,.398,17,52,.327,0,0,,12,38,27,11,4,12,8,43,81,.531,17,36,.472,1,2,.500,10,49,29,6,5,18,4
80,80,2024-04-11,NYK,L,109,118,40,86,.465,16,42,.381,13,16,.813,10,36,25,7,12,12,16,49,99,.495,14,36,.389,6,10,.600,17,52,24,7,4,15,12
81,81,2024-04-12,CHO,W,131,98,54,104,.519,14,41,.341,9,13,.692,16,53,34,12,1,6,20,32,76,.421,15,35,.429,19,22,.864,4,33,20,3,7,20,15
82,82,2024-04-14,WAS,W,132,122,51,89,.573,16,32,.500,14,21,.667,10,48,29,10,15,17,13,49,103,.476,14,38,.368,10,10,1.000,8,36,33,9,4,12,16
1,1,2023-10-25,CLE,L,113,114,42,84,.500,9,27,.333,20,26,.769,13,50,30,6,6,18,16,44,94,.468,17,43,.395,9,10,.900,9,38,25,10,6,10,23
2,2,2023-10-27,DAL,L,120,125,45,92,.489,21,43,.488,9,10,.900,10,47,30,5,4,16,28,44,91,.484,15,36,.417,22,28,.786,8,40,20,5,2,9,15
3,3,2023-10-30,CHO,W,133,121,49,87,.563,12,33,.364,23,32,.719,10,46,25,4,8,14,19,47,96,.490,8,31,.258,19,20,.950,8,39,33,8,5,10,23
4,4,2023-11-01,MIA,W,109,105,37,82,.451,16,36,.444,19,26,.731,7,47,27,11,4,18,18,39,91,.429,13,38,.342,14,18,.778,11,46,22,10,5,18,20
5,5,2023-11-03,CHI,W,109,107,44,96,.458,18,45,.400,3,5,.600,8,39,32,4,4,11,12,43,89,.483,11,28,.393,10,14,.714,9,42,21,4,4,10,13
6,6,2023-11-04,BOS,L,114,124,43,100,.430,17,52,.327,11,17,.647,10,42,22,4,5,6,21,43,90,.478,15,45,.333,23,27,.852,10,50,22,4,6,11,17
7,7,2023-11-06,MIL,L,125,129,49,101,.485,16,45,.356,11,13,.846,11,46,22,2,4,8,16,46,96,.479,16,48,.333,21,24,.875,12,48,26,6,2,10,13
8,8,2023-11-08,LAC,W,100,93,37,92,.402,15,41,.366,11,13,.846,14,49,22,10,10,14,14,36,91,.396,8,36,.222,13,13,1.000,11,51,22,10,8,16,15
9,9,2023-11-10,BOS,L,107,121,38,85,.447,15,37,.405,16,18,.889,9,46,26,0,3,12,25,41,94,.436,19,52,.365,20,28,.714,17,52,29,5,3,8,13
10,10,2023-11-12,WAS,W,102,94,37,98,.378,12,49,.245,16,20,.800,20,66,22,6,6,19,18,33,88,.375,10,41,.244,18,25,.720,7,42,20,14,3,12,15
11,11,2023-11-14,ORL,W,124,104,46,85,.541,19,39,.487,13,20,.650,13,44,22,13,3,16,24,36,82,.439,16,46,.348,16,21,.762,9,37,23,9,4,16,16
12,12,2023-11-16,MIA,L,115,122,40,85,.471,14,36,.389,21,27,.778,10,40,29,5,3,15,20,42,81,.519,15,35,.429,23,24,.958,7,32,26,8,3,9,20
13,13,2023-11-19,PHI,L,99,121,38,81,.469,11,28,.393,12,16,.750,9,45,24,2,8,15,14,44,94,.468,16,35,.457,17,18,.944,10,44,32,8,4,5,18
14,14,2023-11-22,ATL,L,145,147,55,113,.487,15,35,.429,20,24,.833,22,59,28,8,6,16,24,51,116,.440,18,49,.367,27,29,.931,22,58,24,10,8,14,18
15,15,2023-11-25,MIA,W,112,97,39,78,.500,14,36,.389,20,23,.870,8,42,27,11,9,13,18,38,87,.437,11,34,.324,10,13,.769,13,44,24,6,3,18,18
16,16,2023-11-26,CHI,W,118,109,41,83,.494,25,53,.472,11,15,.733,8,39,29,7,2,11,19,40,83,.482,12,32,.375,17,22,.773,10,40,21,3,2,11,18
17,17,2023-11-28,TOR,W,115,103,40,89,.449,13,38,.342,22,26,.846,13,59,26,7,8,15,17,39,101,.386,13,36,.361,12,19,.632,15,46,27,11,3,7,21
18,18,2023-11-30,CHO,L,128,129,52,105,.495,14,36,.389,10,15,.667,22,52,21,6,4,9,11,46,91,.505,21,36,.583,16,16,1.000,13,41,30,6,7,9,16
19,19,2023-12-02,ORL,W,129,101,46,91,.505,14,34,.412,23,31,.742,14,57,31,4,8,11,21,35,88,.398,9,29,.310,22,27,.815,8,37,24,3,5,11,27
20,20,2023-12-06,ATL,W,114,113,43,94,.457,11,27,.407,17,24,.708,12,45,24,7,6,12,19,42,94,.447,12,35,.343,17,18,.944,11,49,25,5,4,13,23
21,21,2023-12-08,WAS,W,124,97,50,104,.481,10,33,.303,14,18,.778,18,55,27,8,8,11,18,38,91,.418,6,33,.182,15,21,.714,12,41,19,4,7,16,19
22,22,2023-12-11,SAC,L,118,131,42,88,.477,14,29,.483,20,21,.952,10,41,24,4,6,13,13,48,94,.511,25,45,.556,10,14,.714,10,43,38,4,3,13,24
23,23,2023-12-13,PHO,W,116,112,41,89,.461,15,41,.366,19,24,.792,10,36,24,9,4,7,17,40,84,.476,9,28,.321,23,27,.852,14,49,28,5,4,12,20
24,24,2023-12-14,DEN,L,101,124,39,95,.411,8,30,.267,15,20,.750,18,53,28,5,4,16,23,47,99,.475,12,36,.333,18,21,.857,12,48,31,13,6,9,15
25,25,2023-12-16,GSW,L,120,124,45,93,.484,17,43,.395,13,15,.867,14,42,31,6,8,16,21,44,91,.484,17,32,.531,19,20,.950,13,42,29,7,5,14,15
26,26,2023-12-18,UTA,L,108,125,39,90,.433,16,39,.410,14,20,.700,11,36,25,4,9,14,17,45,91,.495,14,34,.412,21,24,.875,12,51,30,6,8,14,20
27,27,2023-12-20,NYK,L,102,121,37,101,.366,15,47,.319,13,17,.765,17,49,25,6,9,11,20,44,95,.463,13,33,.394,20,25,.800,12,54,24,8,7,11,15
28,28,2023-12-22,DEN,L,117,122,43,89,.483,13,33,.394,18,26,.692,14,45,32,4,7,11,23,45,87,.517,11,26,.423,21,25,.840,8,41,29,6,5,6,19
29,29,2023-12-23,DET,W,126,115,45,86,.523,10,24,.417,26,32,.813,7,38,32,10,3,12,22,39,79,.494,15,35,.429,22,29,.759,6,36,26,5,3,14,25
30,30,2023-12-26,DET,W,118,112,41,82,.500,9,22,.409,27,43,.628,7,42,22,6,7,9,22,40,90,.444,9,25,.360,23,32,.719,16,52,20,6,4,14,27
31,31,2023-12-27,MIL,L,122,144,45,101,.446,7,32,.219,25,29,.862,17,47,29,7,2,9,17,52,89,.584,23,51,.451,17,23,.739,8,41,41,6,8,10,18
32,32,2023-12-29,WAS,L,104,110,39,91,.429,9,28,.321,17,27,.630,18,54,24,5,4,10,13,46,91,.505,15,38,.395,3,7,.429,8,43,28,5,5,7,19
33,33,2023-12-31,OKC,L,108,124,38,100,.380,12,46,.261,20,31,.645,17,47,26,9,2,7,21,45,83,.542,18,33,.545,16,20,.800,5,46,31,1,6,15,24
34,34,2024-01-02,NOP,L,85,112,35,98,.357,11,43,.256,4,8,.500,18,43,26,7,4,15,13,41,88,.466,16,39,.410,14,18,.778,17,53,23,10,9,17,12
35,35,2024-01-03,HOU,L,101,112,36,93,.387,13,44,.295,16,26,.615,15,50,25,11,6,10,19,37,76,.487,19,39,.487,19,27,.704,5,48,27,5,4,16,19
36,36,2024-01-05,OKC,W,124,115,41,91,.451,14,39,.359,28,33,.848,20,51,25,9,3,15,24,45,84,.536,9,31,.290,16,24,.667,7,36,29,8,5,13,26
37,37,2024-01-07,POR,L,127,134,46,91,.505,14,37,.378,21,25,.840,9,44,29,7,7,16,25,45,95,.474,20,38,.526,24,30,.800,9,38,21,5,5,10,20
38,38,2024-01-11,CLE,L,102,111,37,82,.451,8,27,.296,20,28,.714,9,41,18,5,4,17,29,32,82,.390,13,44,.295,34,43,.791,12,47,16,11,6,11,24
39,39,2024-01-15,MIA,L,95,96,34,99,.343,12,55,.218,15,16,.938,9,50,26,9,9,8,17,33,87,.379,8,31,.258,22,25,.880,6,54,22,6,4,13,16
40,40,2024-01-17,POR,L,103,105,35,73,.479,15,38,.395,18,27,.667,6,33,28,9,3,11,14,42,86,.488,9,27,.333,12,14,.857,10,41,21,2,2,13,16
41,41,2024-01-19,LAL,W,130,112,50,95,.526,19,47,.404,11,14,.786,8,41,31,10,4,11,17,40,90,.444,12,33,.364,20,24,.833,10,44,31,7,3,14,11
42,42,2024-01-21,LAC,L,114,125,44,90,.489,14,39,.359,12,16,.750,6,36,29,6,5,13,21,42,83,.506,13,26,.500,28,33,.848,8,45,26,6,5,11,18
43,43,2024-01-23,NYK,L,103,108,42,95,.442,15,42,.357,4,5,.800,13,40,29,7,5,13,19,40,86,.465,10,29,.345,18,19,.947,11,42,21,8,8,14,13
44,44,2024-01-25,MIN,L,94,96,35,77,.455,10,33,.303,14,16,.875,5,32,22,7,3,15,15,37,75,.493,10,21,.476,12,16,.750,5,38,24,6,4,17,17
45,45,2024-01-27,HOU,W,106,104,36,74,.486,12,34,.353,22,37,.595,2,40,24,11,6,19,22,37,94,.394,10,37,.270,20,23,.870,15,55,20,6,3,17,29
46,46,2024-01-29,UTA,W,147,114,54,105,.514,21,45,.467,18,19,.947,16,50,41,12,9,9,24,39,86,.453,9,27,.333,27,34,.794,12,44,23,3,7,17,14
47,47,2024-01-31,PHO,L,120,136,47,94,.500,16,39,.410,10,13,.769,8,27,28,11,1,11,24,49,79,.620,14,28,.500,24,32,.750,9,42,35,5,6,16,12
48,48,2024-02-03,PHI,W,136,121,49,95,.516,20,51,.392,18,23,.783,13,53,35,3,5,12,20,44,96,.458,12,29,.414,21,27,.778,11,44,26,7,1,5,17
49,49,2024-02-05,GSW,L,98,109,34,89,.382,13,42,.310,17,22,.773,11,38,23,7,12,10,23,43,93,.462,4,22,.182,19,23,.826,16,60,24,7,8,14,17
50,50,2024-02-06,DAL,L,107,119,41,91,.451,12,33,.364,13,15,.867,8,43,33,6,5,10,13,46,91,.505,19,43,.442,8,13,.615,6,45,25,7,3,11,12
51,51,2024-02-08,CLE,L,95,118,37,93,.398,10,25,.400,11,14,.786,12,34,22,9,3,12,17,43,80,.538,15,37,.405,17,17,1.000,7,48,26,8,13,17,18
52,52,2024-02-10,SAS,W,123,103,49,87,.563,17,34,.500,8,11,.727,9,41,31,8,7,12,23,36,91,.396,11,34,.324,20,21,.952,15,41,20,5,3,14,11
53,53,2024-02-13,BOS,L,110,118,39,79,.494,15,33,.455,17,26,.654,7,37,28,6,3,12,21,43,83,.518,15,37,.405,17,23,.739,7,39,31,6,1,14,24
54,54,2024-02-14,BOS,L,86,136,31,81,.383,10,31,.323,14,15,.933,6,31,27,5,1,12,12,52,91,.571,22,45,.489,10,12,.833,10,51,32,6,5,10,13
55,55,2024-02-22,TOR,L,93,121,33,80,.413,11,37,.297,16,22,.727,6,39,19,7,2,20,24,41,84,.488,14,31,.452,25,30,.833,7,45,24,10,6,11,18
56,56,2024-02-24,MIN,L,86,101,35,104,.337,6,35,.171,10,11,.909,16,56,20,7,2,11,17,36,84,.429,12,38,.316,17,23,.739,6,51,22,6,9,13,14
57,57,2024-02-26,MEM,W,111,86,44,90,.489,15,42,.357,8,14,.571,12,46,32,5,5,10,24,29,75,.387,7,26,.269,21,26,.808,8,40,16,6,4,15,13
58,58,2024-02-27,ORL,L,81,108,31,79,.392,8,31,.258,11,14,.786,9,35,18,10,1,22,22,39,74,.527,9,25,.360,21,25,.840,5,38,20,14,2,19,22
59,59,2024-02-29,ATL,W,124,97,46,90,.511,22,46,.478,10,13,.769,8,43,30,6,4,10,16,37,86,.430,8,28,.286,15,21,.714,8,39,18,3,8,14,14
60,60,2024-03-02,ATL,W,114,102,41,88,.466,15,32,.469,17,22,.773,12,45,28,6,8,11,19,37,87,.425,11,34,.324,17,23,.739,12,42,23,4,4,12,19
61,61,2024-03-04,MEM,L,102,106,35,79,.443,15,42,.357,17,30,.567,12,33,27,10,6,13,20,38,82,.463,12,37,.324,18,22,.818,15,50,26,6,3,19,22
62,62,2024-03-05,PHI,W,112,107,41,84,.488,12,30,.400,18,24,.750,10,44,25,4,7,14,16,40,82,.488,12,28,.429,15,19,.789,8,38,25,6,2,12,24
63,63,2024-03-07,DET,L,112,118,41,84,.488,17,41,.415,13,18,.722,4,28,24,12,4,14,17,43,82,.524,12,30,.400,20,21,.952,13,50,24,7,4,23,18
64,64,2024-03-09,CHO,L,99,110,36,90,.400,14,42,.333,13,17,.765,16,41,22,4,2,16,14,44,81,.543,11,30,.367,11,15,.733,9,45,26,9,3,17,18
65,65,2024-03-10,CLE,W,120,101,42,79,.532,18,35,.514,18,20,.900,8,40,33,7,3,15,17,37,76,.487,14,32,.438,13,20,.650,5,31,25,8,4,12,17
66,66,2024-03-13,ORL,L,106,114,38,81,.469,7,26,.269,23,27,.852,8,32,21,7,4,13,19,40,77,.519,14,32,.438,20,26,.769,6,34,29,6,6,13,20
67,67,2024-03-16,IND,L,100,121,33,77,.429,10,25,.400,24,31,.774,12,45,18,8,3,21,18,50,105,.476,6,30,.200,15,16,.938,17,50,21,13,4,13,23
68,68,2024-03-17,SAS,L,115,122,47,102,.461,8,31,.258,13,19,.684,11,48,29,13,5,12,20,46,99,.465,9,37,.243,21,23,.913,13,50,30,6,10,18,17
69,69,2024-03-19,NOP,L,91,104,31,84,.369,12,40,.300,17,22,.773,14,42,19,6,4,14,13,42,83,.506,10,34,.294,10,13,.769,11,48,29,7,5,14,19
70,70,2024-03-21,MIL,L,108,115,41,92,.446,13,44,.295,13,16,.813,15,49,29,7,1,14,12,43,91,.473,16,41,.390,13,15,.867,11,40,27,5,4,10,17
71,71,2024-03-23,NYK,L,93,105,34,76,.447,12,34,.353,13,15,.867,8,41,26,5,6,15,15,42,97,.433,15,40,.375,6,12,.500,16,47,25,10,4,10,15
72,72,2024-03-25,TOR,W,96,88,37,81,.457,9,39,.231,13,18,.722,16,50,20,3,4,20,16,37,85,.435,5,27,.185,9,12,.750,8,30,23,10,2,10,15
73,73,2024-03-27,WAS,W,122,119,47,98,.480,10,33,.303,18,23,.783,10,45,24,8,9,8,16,46,91,.505,14,34,.412,13,17,.765,5,44,26,4,4,14,21
74,74,2024-03-29,CHI,W,125,108,43,91,.473,25,44,.568,14,22,.636,12,43,26,9,3,7,22,38,75,.507,9,30,.300,23,29,.793,5,44,24,3,6,13,18
75,75,2024-03-31,LAL,L,104,116,39,92,.424,12,36,.333,14,19,.737,9,38,19,12,3,13,17,42,77,.545,15,40,.375,17,22,.773,6,50,24,8,6,20,15
76,76,2024-04-01,IND,L,111,133,41,87,.471,10,26,.385,19,28,.679,12,43,20,3,4,15,19,53,103,.515,13,31,.419,14,17,.824,14,47,35,6,9,10,21
77,77,2024-04-03,IND,W,115,111,42,87,.483,12,32,.375,19,27,.704,15,50,22,4,8,13,16,46,103,.447,10,38,.263,9,11,.818,19,45,27,8,9,9,21
78,78,2024-04-06,DET,W,113,103,38,73,.521,11,27,.407,26,33,.788,11,48,20,3,7,18,11,42,92,.457,17,39,.436,2,4,.500,5,28,25,9,2,10,24
79,79,2024-04-07,SAC,L,77,107,30,86,.349,7,30,.233,10,13,.769,7,46,17,5,5,17,14,40,94,.426,15,48,.313,12,16,.750,11,54,31,8,12,9,17
80,80,2024-04-10,TOR,W,106,102,38,86,.442,11,36,.306,19,24,.792,14,56,25,4,15,15,16,35,94,.372,16,40,.400,16,18,.889,15,45,19,8,5,10,22
81,81,2024-04-12,NYK,L,107,111,41,82,.500,11,32,.344,14,19,.737,16,45,22,3,4,14,19,38,83,.458,14,30,.467,21,25,.840,8,31,21,10,3,5,15
82,82,2024-04-14,PHI,L,86,107,32,83,.386,9,34,.265,13,17,.765,4,42,19,8,6,13,14,41,96,.427,14,44,.318,11,15,.733,13,57,30,8,6,14,16
1,1,2023-10-25,ATL,W,116,110,43,86,.500,11,37,.297,19,26,.731,12,51,34,5,3,19,21,39,93,.419,5,29,.172,27,33,.818,12,42,24,12,1,12,19
2,2,2023-10-27,DET,L,99,111,33,88,.375,7,28,.250,26,34,.765,11,41,20,13,7,18,23,40,88,.455,10,30,.333,21,25,.840,12,53,28,7,6,24,29
3,3,2023-10-30,BRK,L,121,133,47,96,.490,8,31,.258,19,20,.950,8,39,33,8,5,10,23,49,87,.563,12,33,.364,23,32,.719,10,46,25,4,8,14,19
4,4,2023-11-01,HOU,L,119,128,45,90,.500,11,27,.407,18,25,.720,15,44,21,9,8,16,19,44,84,.524,21,37,.568,19,23,.826,7,38,35,10,2,17,22
5,5,2023-11-04,IND,W,125,124,47,88,.534,8,20,.400,23,23,1.000,12,41,23,5,10,13,20,45,93,.484,22,45,.489,12,16,.750,11,36,31,7,5,15,18
6,6,2023-11-05,DAL,L,118,124,49,99,.495,8,30,.267,12,21,.571,10,43,30,5,2,9,25,43,91,.473,14,42,.333,24,32,.750,9,47,31,3,6,11,19
7,7,2023-11-08,WAS,L,116,132,41,79,.519,8,25,.320,26,35,.743,11,47,17,8,5,22,22,47,97,.485,18,43,.419,20,25,.800,13,40,26,10,6,11,26
8,8,2023-11-10,WAS,W,124,117,50,110,.455,6,28,.214,18,28,.643,28,67,31,10,4,10,19,43,88,.489,14,38,.368,17,20,.850,7,36,28,4,6,15,23
