Rk,G,Date,Opp,W/L,PTS,Opp.1,PTS.1,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
9,9,2023-11-12,NYK,L,107,129,44,94,.468,12,35,.343,7,11,.636,15,36,21,5,4,12,25,47,87,.540,15,36,.417,20,30,.667,10,40,25,8,4,9,18
10,10,2023-11-14,MIA,L,105,111,36,81,.444,15,32,.469,18,22,.818,13,45,21,6,0,18,21,40,83,.482,8,31,.258,23,28,.821,10,42,26,12,5,8,19
11,11,2023-11-17,MIL,L,99,130,37,91,.407,6,26,.231,19,22,.864,9,43,18,5,2,12,14,49,89,.551,22,45,.489,10,13,.769,4,49,32,4,7,13,21
12,12,2023-11-18,NYK,L,108,122,40,82,.488,17,35,.486,11,13,.846,4,36,29,5,5,13,22,46,91,.505,16,37,.432,14,19,.737,13,47,27,7,4,12,13
13,13,2023-11-20,BOS,W,121,118,46,104,.442,13,39,.333,16,17,.941,17,57,29,9,7,13,18,42,97,.433,16,50,.320,18,28,.643,11,48,19,6,8,15,15
14,14,2023-11-22,WAS,W,117,114,43,91,.473,16,37,.432,15,21,.714,11,49,27,6,4,13,15,44,97,.454,11,32,.344,15,18,.833,11,47,26,7,3,10,18
15,15,2023-11-26,ORL,L,117,130,44,83,.530,13,30,.433,16,25,.640,5,36,27,6,7,18,26,47,87,.540,10,27,.370,26,33,.788,7,44,33,10,3,15,26
16,16,2023-11-28,NYK,L,91,115,37,89,.416,13,31,.419,4,7,.571,13,41,21,8,2,17,14,41,88,.466,15,38,.395,18,20,.900,15,54,21,10,7,16,12
17,17,2023-11-30,BRK,W,129,128,46,91,.505,21,36,.583,16,16,1.000,13,41,30,6,7,9,16,52,105,.495,14,36,.389,10,15,.667,22,52,21,6,4,9,11
18,18,2023-12-02,MIN,L,117,123,44,91,.484,12,25,.480,17,19,.895,10,36,29,6,4,8,22,43,84,.512,11,31,.355,26,30,.867,10,41,26,5,3,11,16
19,19,2023-12-06,CHI,L,100,111,39,90,.433,10,37,.270,12,12,1.000,12,42,25,9,9,17,24,38,90,.422,12,25,.480,23,29,.793,21,57,23,6,6,16,16
20,20,2023-12-08,TOR,W,119,116,44,79,.557,13,25,.520,18,20,.900,7,31,30,7,4,16,15,47,93,.505,6,32,.188,16,21,.762,14,42,32,7,2,14,21
21,21,2023-12-11,MIA,L,114,116,40,84,.476,17,41,.415,17,22,.773,6,31,31,3,2,11,22,37,77,.481,15,35,.429,27,34,.794,8,43,31,7,3,11,22
22,22,2023-12-13,MIA,L,104,115,41,77,.532,12,31,.387,10,11,.909,4,31,27,11,5,21,18,41,86,.477,15,30,.500,18,19,.947,17,47,29,10,3,23,12
23,23,2023-12-15,NOP,L,107,112,41,92,.446,9,31,.290,16,21,.762,8,39,18,7,4,8,24,38,80,.475,9,27,.333,27,32,.844,11,49,24,4,5,16,17
24,24,2023-12-16,PHI,L,82,135,33,91,.363,7,35,.200,9,11,.818,8,36,15,3,4,13,14,53,88,.602,14,31,.452,15,17,.882,5,45,30,10,6,10,17
25,25,2023-12-18,TOR,L,99,114,39,89,.438,8,32,.250,13,13,1.000,10,36,18,8,6,13,19,44,86,.512,8,29,.276,18,22,.818,15,51,30,4,4,19,16
26,26,2023-12-20,IND,L,113,144,45,95,.474,8,31,.258,15,19,.789,16,37,23,6,0,12,18,49,80,.613,18,39,.462,28,30,.933,8,38,37,6,8,13,20
27,27,2023-12-23,DEN,L,95,102,34,88,.386,8,28,.286,19,23,.826,13,47,23,8,11,18,15,39,90,.433,12,30,.400,12,14,.857,12,48,25,11,13,17,21
28,28,2023-12-26,LAC,L,104,113,43,93,.462,6,29,.207,12,16,.750,8,42,31,8,6,11,23,40,85,.471,14,34,.412,19,25,.760,11,45,24,7,3,13,14
29,29,2023-12-28,LAL,L,112,133,40,85,.471,15,33,.455,17,28,.607,8,43,29,5,5,19,14,52,97,.536,15,30,.500,14,14,1.000,5,42,41,11,7,11,21
30,30,2023-12-29,PHO,L,119,133,44,92,.478,23,46,.500,8,8,1.000,8,26,32,5,3,6,17,46,74,.622,18,30,.600,23,24,.958,6,39,34,3,11,15,14
31,31,2024-01-01,DEN,L,93,111,36,86,.419,10,26,.385,11,16,.688,8,45,24,4,5,14,15,41,83,.494,15,38,.395,14,18,.778,4,44,27,9,9,11,15
32,32,2024-01-02,SAC,W,111,104,42,82,.512,12,34,.353,15,19,.789,4,35,23,8,10,15,15,40,92,.435,14,36,.389,10,17,.588,15,48,23,8,2,21,23
33,33,2024-01-05,CHI,L,91,104,36,89,.404,10,34,.294,9,12,.750,12,42,20,7,1,13,20,40,74,.541,10,28,.357,14,17,.824,4,41,29,7,6,15,17
34,34,2024-01-08,CHI,L,112,119,40,94,.426,17,42,.405,15,17,.882,14,44,26,3,7,15,22,45,92,.489,9,26,.346,20,24,.833,12,51,27,7,7,14,18
35,35,2024-01-10,SAC,L,98,123,35,87,.402,16,38,.421,12,16,.750,8,36,17,2,3,10,16,46,89,.517,13,35,.371,18,23,.783,14,53,24,2,8,10,15
36,36,2024-01-12,SAS,L,99,135,32,89,.360,10,34,.294,25,28,.893,16,44,22,11,3,20,24,45,87,.517,18,38,.474,27,34,.794,7,45,31,9,7,15,20
37,37,2024-01-14,MIA,L,87,104,33,95,.347,10,41,.244,11,15,.733,17,50,17,5,3,15,17,40,81,.494,11,25,.440,13,16,.813,4,44,27,6,6,14,15
38,38,2024-01-17,NOP,L,112,132,39,90,.433,19,45,.422,15,18,.833,15,41,29,7,8,14,19,44,88,.500,25,47,.532,19,23,.826,16,50,32,11,3,13,14
39,39,2024-01-19,SAS,W,124,120,47,84,.560,16,29,.552,14,16,.875,10,40,25,9,4,18,16,47,84,.560,15,32,.469,11,17,.647,7,34,36,9,3,13,17
40,40,2024-01-20,PHI,L,89,97,35,85,.412,9,37,.243,10,14,.714,7,47,23,2,7,17,20,36,85,.424,5,25,.200,20,24,.833,6,46,21,7,6,10,12
41,41,2024-01-22,MIN,W,128,125,50,88,.568,14,37,.378,14,18,.778,7,35,30,8,4,10,20,44,84,.524,18,41,.439,19,25,.760,6,36,34,4,1,13,15
42,42,2024-01-24,DET,L,106,113,38,87,.437,15,38,.395,15,19,.789,9,48,27,5,5,11,22,43,86,.500,15,38,.395,12,20,.600,5,44,26,4,0,11,17
43,43,2024-01-26,HOU,L,104,138,35,85,.412,9,29,.310,25,32,.781,5,32,20,6,7,13,25,50,89,.562,13,33,.394,25,31,.806,11,53,34,7,10,14,20
44,44,2024-01-27,UTA,L,122,134,47,92,.511,13,32,.406,15,21,.714,9,35,35,7,6,10,22,52,93,.559,17,41,.415,13,17,.765,15,49,38,6,6,14,18
45,45,2024-01-29,NYK,L,92,113,37,81,.457,11,32,.344,7,14,.500,9,41,23,4,6,14,14,44,84,.524,12,37,.324,13,16,.813,7,42,25,5,3,9,16
46,46,2024-01-31,CHI,L,110,117,40,90,.444,16,46,.348,14,17,.824,9,40,25,4,6,10,18,45,87,.517,11,29,.379,16,22,.727,11,44,28,4,7,10,13
47,47,2024-02-02,OKC,L,106,126,41,92,.446,14,31,.452,10,14,.714,7,35,22,12,4,14,21,44,75,.587,17,36,.472,21,27,.778,3,44,31,10,10,19,17
48,48,2024-02-04,IND,L,99,115,35,88,.398,8,29,.276,21,25,.840,11,43,18,6,5,11,16,45,92,.489,11,33,.333,14,18,.778,11,49,34,5,4,11,15
49,49,2024-02-05,LAL,L,118,124,47,96,.490,13,32,.406,11,14,.786,5,34,26,9,1,9,16,50,89,.562,8,34,.235,16,19,.842,7,48,36,5,6,17,12
50,50,2024-02-07,TOR,L,117,123,44,90,.489,16,39,.410,13,20,.650,9,38,27,6,2,10,20,43,81,.531,17,33,.515,20,24,.833,7,41,30,5,3,11,17
51,51,2024-02-09,MIL,L,84,120,27,79,.342,7,29,.241,23,29,.793,8,48,17,2,2,15,20,41,94,.436,18,52,.346,20,24,.833,10,53,26,8,5,7,24
52,52,2024-02-10,MEM,W,115,106,47,82,.573,16,31,.516,5,7,.714,5,43,30,8,4,19,9,43,92,.467,16,44,.364,4,8,.500,9,32,33,12,5,12,13
53,53,2024-02-12,IND,W,111,102,44,82,.537,10,34,.294,13,16,.813,5,46,27,5,3,19,17,42,83,.506,8,30,.267,10,16,.625,2,32,31,9,3,11,11
54,54,2024-02-14,ATL,W,122,99,44,89,.494,15,37,.405,19,20,.950,12,46,27,7,4,13,18,36,89,.404,9,38,.237,18,20,.900,15,45,23,5,6,16,20
55,55,2024-02-22,UTA,W,115,107,40,92,.435,20,42,.476,15,22,.682,12,42,28,11,3,10,23,37,86,.430,9,39,.231,24,27,.889,15,54,26,3,2,19,21
56,56,2024-02-23,GSW,L,84,97,32,88,.364,11,39,.282,9,11,.818,13,43,21,13,6,19,15,38,89,.427,13,42,.310,8,10,.800,13,53,28,7,7,22,15
57,57,2024-02-25,POR,W,93,80,37,75,.493,7,24,.292,12,17,.706,4,41,24,12,6,19,12,33,95,.347,3,32,.094,11,16,.688,22,56,14,11,4,16,16
58,58,2024-02-27,MIL,L,85,123,30,81,.370,11,40,.275,14,17,.824,5,37,24,6,2,13,16,46,89,.517,16,40,.400,15,18,.833,11,51,29,7,3,10,17
59,59,2024-02-29,MIL,L,99,111,36,82,.439,12,39,.308,15,20,.750,9,42,24,3,3,13,18,39,86,.453,16,39,.410,17,20,.850,8,44,21,9,3,8,18
60,60,2024-03-01,PHI,L,114,121,43,84,.512,14,33,.424,14,17,.824,7,32,24,5,6,5,13,46,96,.479,19,44,.432,10,11,.909,15,48,38,5,7,7,17
61,61,2024-03-03,TOR,L,106,111,43,92,.467,8,27,.296,12,16,.750,11,45,24,8,6,17,15,42,91,.462,13,38,.342,14,18,.778,11,45,27,8,6,16,16
62,62,2024-03-05,ORL,L,89,101,33,72,.458,12,33,.364,11,11,1.000,3,31,19,7,1,19,19,40,74,.541,13,35,.371,8,15,.533,8,41,23,9,1,18,16
63,63,2024-03-08,WAS,L,100,112,40,100,.400,9,42,.214,11,15,.733,13,48,18,6,5,7,19,43,87,.494,6,33,.182,20,23,.870,10,54,25,5,11,11,20
64,64,2024-03-09,BRK,W,110,99,44,81,.543,11,30,.367,11,15,.733,9,45,26,9,3,17,18,36,90,.400,14,42,.333,13,17,.765,16,41,22,4,2,16,14
65,65,2024-03-11,DET,L,97,114,34,88,.386,13,40,.325,16,23,.696,9,40,27,7,2,13,16,41,86,.477,10,42,.238,22,24,.917,9,51,26,8,5,12,19
66,66,2024-03-13,MEM,W,110,98,44,82,.537,13,36,.361,9,13,.692,6,35,26,12,7,20,11,36,85,.424,16,40,.400,10,11,.909,16,46,24,12,5,24,19
67,67,2024-03-15,PHO,L,96,107,35,94,.372,6,37,.162,20,27,.741,12,48,20,6,3,5,16,40,87,.460,11,38,.289,16,20,.800,10,57,31,3,3,10,20
68,68,2024-03-16,PHI,L,98,109,37,82,.451,10,31,.323,14,18,.778,12,40,21,11,4,16,21,36,81,.444,13,41,.317,24,25,.960,10,41,25,9,4,16,23
69,69,2024-03-19,ORL,L,92,112,38,79,.481,9,29,.310,7,9,.778,4,30,19,8,1,17,13,44,81,.543,12,34,.353,12,13,.923,10,41,32,10,6,18,10
70,70,2024-03-23,ATL,L,91,132,35,84,.417,11,39,.282,10,14,.714,11,39,25,3,4,15,9,50,90,.556,20,42,.476,12,14,.857,11,43,40,9,5,9,14
71,71,2024-03-25,CLE,L,92,115,34,80,.425,9,28,.321,15,18,.833,6,33,22,5,4,12,13,46,86,.535,17,41,.415,6,10,.600,9,47,41,4,3,14,15
72,72,2024-03-27,CLE,W,118,111,44,76,.579,13,33,.394,17,22,.773,8,38,30,8,2,16,14,42,85,.494,19,44,.432,8,14,.571,9,32,33,7,1,15,21
73,73,2024-03-29,GSW,L,97,115,34,84,.405,12,46,.261,17,24,.708,12,41,23,4,2,11,10,48,89,.539,11,32,.344,8,9,.889,11,50,35,7,5,13,19
74,74,2024-03-31,LAC,L,118,130,44,88,.500,23,52,.442,7,11,.636,5,31,32,3,2,9,25,43,75,.573,14,29,.483,30,34,.882,7,41,28,4,5,10,16
75,75,2024-04-01,BOS,L,104,118,41,91,.451,13,37,.351,9,11,.818,8,40,28,3,2,7,15,43,89,.483,19,53,.358,13,16,.813,11,51,28,3,3,11,15
76,76,2024-04-03,POR,L,86,89,32,78,.410,5,31,.161,17,22,.773,2,36,22,10,8,11,15,37,93,.398,7,26,.269,8,12,.667,14,55,19,4,2,16,19
77,77,2024-04-05,ORL,W,124,115,43,72,.597,15,30,.500,23,23,1.000,4,36,29,6,4,20,22,42,94,.447,9,38,.237,22,26,.846,15,37,24,9,3,10,19
78,78,2024-04-07,OKC,L,118,121,45,83,.542,17,40,.425,11,14,.786,7,36,29,12,9,18,14,45,87,.517,18,36,.500,13,17,.765,10,36,33,14,4,17,17
79,79,2024-04-09,DAL,L,104,130,39,89,.438,10,32,.313,16,21,.762,8,39,24,8,3,12,16,50,93,.538,17,50,.340,13,20,.650,16,55,35,6,7,15,19
80,80,2024-04-10,ATL,W,115,114,40,79,.506,14,36,.389,21,22,.955,5,33,25,11,2,14,18,43,82,.524,18,40,.450,10,16,.625,7,38,35,7,2,18,20
81,81,2024-04-12,BOS,L,98,131,32,76,.421,15,35,.429,19,22,.864,4,33,20,3,7,20,15,54,104,.519,14,41,.341,9,13,.692,16,53,34,12,1,6,20
82,82,2024-04-14,CLE,W,120,110,46,91,.505,19,40,.475,9,11,.818,10,47,36,10,9,10,11,44,93,.473,16,33,.485,6,9,.667,12,43,30,4,1,14,8
1,1,2023-10-25,OKC,L,104,124,39,94,.415,12,42,.286,14,18,.778,13,42,26,10,3,13,16,45,82,.549,19,39,.487,15,18,.833,5,43,30,6,4,16,19
2,2,2023-10-27,TOR,W,104,103,37,99,.374,8,39,.205,22,28,.786,15,52,18,10,5,17,22,39,84,.464,9,36,.250,16,25,.640,8,53,25,5,2,23,29
3,3,2023-10-28,DET,L,102,118,39,93,.419,11,28,.393,13,16,.813,13,33,16,10,5,8,20,45,86,.523,12,28,.429,16,20,.800,15,53,29,4,4,17,18
4,4,2023-10-30,IND,W,112,105,40,87,.460,6,17,.353,26,31,.839,10,44,19,8,6,13,17,36,88,.409,12,46,.261,21,25,.840,11,47,26,7,5,17,24
5,5,2023-11-01,DAL,L,105,114,42,89,.472,11,33,.333,10,11,.909,12,43,19,10,3,13,23,37,81,.457,20,48,.417,20,28,.714,13,45,23,7,2,15,11
6,6,2023-11-03,BRK,L,107,109,43,89,.483,11,28,.393,10,14,.714,9,42,21,4,4,10,13,44,96,.458,18,45,.400,3,5,.600,8,39,32,4,4,11,12
7,7,2023-11-04,DEN,L,101,123,39,86,.453,7,26,.269,16,23,.696,9,37,28,7,3,11,19,42,81,.519,16,36,.444,23,30,.767,10,49,31,10,4,12,18
8,8,2023-11-06,UTA,W,130,113,48,93,.516,18,34,.529,16,19,.842,10,36,26,12,3,8,18,41,86,.477,16,43,.372,15,17,.882,17,52,32,1,7,23,20
9,9,2023-11-08,PHO,L,115,116,42,96,.438,14,33,.424,17,23,.739,9,39,30,12,7,14,22,38,90,.422,19,48,.396,21,25,.840,13,54,32,7,10,22,20
10,10,2023-11-12,DET,W,119,108,44,91,.484,11,30,.367,20,25,.800,11,40,22,12,6,7,21,38,88,.432,11,32,.344,21,26,.808,16,49,26,4,6,16,19
11,11,2023-11-13,MIL,L,109,118,38,100,.380,14,42,.333,19,21,.905,18,47,24,9,7,8,25,42,89,.472,15,47,.319,19,27,.704,13,53,23,3,5,17,23
12,12,2023-11-15,ORL,L,94,96,33,83,.398,9,33,.273,19,22,.864,14,53,16,7,4,19,25,32,82,.390,8,28,.286,24,30,.800,12,46,20,12,3,15,21
13,13,2023-11-17,ORL,L,97,103,35,79,.443,10,29,.345,17,22,.773,5,34,19,10,3,16,21,38,79,.481,11,34,.324,16,23,.696,10,46,24,7,7,19,22
14,14,2023-11-18,MIA,W,102,97,36,81,.444,16,45,.356,14,19,.737,10,44,24,9,6,13,22,33,77,.429,12,36,.333,19,23,.826,5,34,23,9,0,15,18
15,15,2023-11-20,MIA,L,100,118,37,81,.457,11,37,.297,15,16,.938,7,36,21,2,7,11,16,42,84,.500,17,35,.486,17,20,.850,9,43,31,7,1,10,19
16,16,2023-11-22,OKC,L,102,116,34,88,.386,17,44,.386,17,17,1.000,11,38,22,7,2,12,26,37,75,.493,11,29,.379,31,38,.816,11,45,24,4,12,14,17
17,17,2023-11-24,TOR,L,108,121,42,82,.512,12,27,.444,12,19,.632,9,37,20,5,2,13,20,44,83,.530,13,39,.333,20,27,.741,13,40,32,8,6,14,14
18,18,2023-11-26,BRK,L,109,118,40,83,.482,12,32,.375,17,22,.773,10,40,21,3,2,11,18,41,83,.494,25,53,.472,11,15,.733,8,39,29,7,2,11,19
19,19,2023-11-28,BOS,L,97,124,39,90,.433,9,28,.321,10,18,.556,9,37,25,11,7,8,13,47,90,.522,21,49,.429,9,12,.750,11,52,36,6,9,16,18
20,20,2023-11-30,MIL,W,120,113,45,98,.459,13,37,.351,17,22,.773,14,51,32,14,4,21,18,44,98,.449,16,48,.333,9,13,.692,9,43,28,12,6,21,21
21,21,2023-12-02,NOP,W,124,118,48,88,.545,17,40,.425,11,15,.733,12,41,32,6,8,13,21,41,82,.500,8,25,.320,28,35,.800,13,39,20,10,1,12,17
22,22,2023-12-06,CHO,W,111,100,38,90,.422,12,25,.480,23,29,.793,21,57,23,6,6,16,16,39,90,.433,10,37,.270,12,12,1.000,12,42,25,9,9,17,24
23,23,2023-12-08,SAS,W,121,112,47,102,.461,13,28,.464,14,24,.583,24,56,27,9,2,8,19,39,83,.470,17,42,.405,17,20,.850,10,44,35,4,9,13,20
24,24,2023-12-11,MIL,L,129,133,47,114,.412,15,34,.441,20,25,.800,18,51,25,3,4,6,27,44,86,.512,15,37,.405,30,37,.811,6,48,34,5,4,11,21
25,25,2023-12-12,DEN,L,106,114,36,86,.419,13,40,.325,21,23,.913,11,41,26,6,9,14,22,39,83,.470,14,30,.467,22,32,.688,15,46,28,4,4,11,20
26,26,2023-12-14,MIA,W,124,116,45,93,.484,14,36,.389,20,30,.667,11,43,32,8,2,5,23,37,80,.463,15,34,.441,27,35,.771,8,42,26,2,1,11,20
27,27,2023-12-16,MIA,L,116,118,37,77,.481,16,38,.421,26,29,.897,11,40,25,8,4,15,19,43,83,.518,13,35,.371,19,25,.760,8,31,26,7,2,10,19
28,28,2023-12-18,PHI,W,108,104,42,89,.472,12,29,.414,12,15,.800,11,45,24,7,9,10,15,38,88,.432,11,32,.344,17,19,.895,9,44,23,8,8,12,17
29,29,2023-12-20,LAL,W,124,108,48,88,.545,18,34,.529,10,11,.909,7,48,25,7,6,16,15,42,94,.447,12,37,.324,12,15,.800,8,40,27,7,7,14,11
30,30,2023-12-21,SAS,W,114,95,49,90,.544,7,28,.250,9,11,.818,5,36,24,11,5,12,18,37,81,.457,10,30,.333,11,16,.688,9,41,24,6,7,19,11
31,31,2023-12-23,CLE,L,95,109,35,80,.438,8,35,.229,17,19,.895,5,37,23,6,5,12,22,39,88,.443,12,45,.267,19,26,.731,15,48,28,7,4,13,16
32,32,2023-12-26,ATL,W,118,113,42,92,.457,7,25,.280,27,31,.871,18,48,23,10,2,10,17,41,89,.461,13,45,.289,18,21,.857,12,40,24,6,3,16,21
33,33,2023-12-28,IND,L,104,120,40,97,.412,7,27,.259,17,22,.773,13,47,19,7,4,8,20,43,85,.506,19,42,.452,15,22,.682,6,47,30,6,9,14,21
34,34,2023-12-30,PHI,W,105,92,40,79,.506,7,25,.280,18,30,.600,12,53,21,5,5,17,15,36,92,.391,9,38,.237,11,15,.733,12,36,24,12,5,8,22
35,35,2024-01-02,PHI,L,97,110,37,96,.385,7,37,.189,16,23,.696,19,51,17,9,7,18,21,38,80,.475,12,30,.400,22,30,.733,6,43,28,9,6,19,22
36,36,2024-01-03,NYK,L,100,116,37,89,.416,13,32,.406,13,16,.813,11,39,24,9,7,11,17,46,89,.517,15,38,.395,9,11,.818,13,52,29,6,7,16,17
37,37,2024-01-05,CHO,W,104,91,40,74,.541,10,28,.357,14,17,.824,4,41,29,7,6,15,17,36,89,.404,10,34,.294,9,12,.750,12,42,20,7,1,13,20
38,38,2024-01-08,CHO,W,119,112,45,92,.489,9,26,.346,20,24,.833,12,51,27,7,7,14,18,40,94,.426,17,42,.405,15,17,.882,14,44,26,3,7,15,22
39,39,2024-01-10,HOU,W,124,119,42,95,.442,19,47,.404,21,25,.840,8,46,31,9,4,14,19,48,101,.475,11,45,.244,12,20,.600,9,50,29,9,4,14,18
40,40,2024-01-12,GSW,L,131,140,50,86,.581,18,40,.450,13,16,.813,6,36,31,1,3,12,21,49,94,.521,20,47,.426,22,30,.733,13,44,39,7,4,5,16
41,41,2024-01-13,SAS,W,122,116,46,90,.511,15,34,.441,15,20,.750,7,47,31,5,8,9,18,39,95,.411,18,46,.391,20,23,.870,12,47,26,7,4,9,19
42,42,2024-01-15,CLE,L,91,109,35,83,.422,9,32,.281,12,16,.750,6,43,21,8,6,19,17,39,95,.411,20,57,.351,11,11,1.000,13,48,28,9,3,14,14
43,43,2024-01-18,TOR,W,116,110,48,91,.527,6,24,.250,14,17,.824,9,42,30,7,5,12,22,42,83,.506,10,38,.263,16,20,.800,7,38,31,7,5,14,18
44,44,2024-01-20,MEM,W,125,96,47,91,.516,14,33,.424,17,21,.810,13,52,32,11,5,12,18,32,75,.427,13,42,.310,19,23,.826,3,32,28,6,4,16,13
45,45,2024-01-22,PHO,L,113,115,45,93,.484,14,37,.378,9,14,.643,14,47,25,6,4,10,18,44,85,.518,14,34,.412,13,17,.765,5,39,32,5,5,7,13
46,46,2024-01-25,LAL,L,132,141,47,88,.534,12,37,.324,26,29,.897,12,39,27,7,6,17,18,53,87,.609,20,31,.645,15,20,.750,5,30,35,10,4,14,21
47,47,2024-01-28,POR,W,104,96,42,90,.467,8,32,.250,12,17,.706,5,40,27,7,10,5,19,32,79,.405,6,33,.182,26,29,.897,7,48,22,2,5,14,21
48,48,2024-01-30,TOR,L,107,118,38,75,.507,11,32,.344,20,27,.741,6,33,21,9,9,20,16,43,83,.518,14,29,.483,18,20,.900,9,38,34,10,4,20,20
49,49,2024-01-31,CHO,W,117,110,45,87,.517,11,29,.379,16,22,.727,11,44,28,4,7,10,13,40,90,.444,16,46,.348,14,17,.824,9,40,25,4,6,10,18
50,50,2024-02-03,SAC,L,115,123,42,91,.462,11,34,.324,20,22,.909,11,47,24,13,3,16,20,42,84,.500,15,39,.385,24,29,.828,4,40,33,12,1,17,18
51,51,2024-02-06,MIN,W,129,123,45,93,.484,12,30,.400,27,32,.844,13,48,24,9,16,14,22,42,92,.457,20,45,.444,19,26,.731,10,42,28,6,5,14,25
52,52,2024-02-08,MEM,W,118,110,43,79,.544,12,26,.462,20,22,.909,8,46,24,3,4,15,16,42,91,.462,18,46,.391,8,13,.615,9,34,26,8,4,10,24
53,53,2024-02-10,ORL,L,108,114,43,99,.434,12,37,.324,10,14,.714,18,43,21,10,6,8,24,41,88,.466,13,39,.333,19,26,.731,13,48,23,4,6,17,18
54,54,2024-02-12,ATL,W,136,126,51,92,.554,13,28,.464,21,29,.724,7,43,29,6,2,6,22,44,94,.468,14,43,.326,24,29,.828,15,49,33,4,3,12,20
55,55,2024-02-14,CLE,L,105,108,38,83,.458,14,33,.424,15,17,.882,9,44,18,5,3,15,21,40,83,.482,12,37,.324,16,21,.762,6,36,31,6,2,8,18
56,56,2024-02-22,BOS,L,112,129,44,94,.468,10,28,.357,14,16,.875,13,45,30,6,2,13,17,45,83,.542,23,47,.489,16,21,.762,5,36,27,10,11,14,16
57,57,2024-02-25,NOP,W,114,106,41,95,.432,13,40,.325,19,21,.905,12,49,29,12,0,11,15,40,88,.455,16,41,.390,10,14,.714,12,49,25,5,7,19,17
58,58,2024-02-27,DET,L,95,105,39,98,.398,2,29,.069,15,18,.833,15,39,22,11,3,6,18,37,75,.493,14,37,.378,17,23,.739,8,47,22,3,8,20,19
59,59,2024-02-28,CLE,W,132,123,44,110,.400,13,37,.351,31,38,.816,25,74,29,6,8,19,18,45,104,.433,22,54,.407,11,19,.579,5,39,37,7,11,12,25
60,60,2024-03-01,MIL,L,97,113,36,86,.419,11,27,.407,14,16,.875,7,44,25,4,2,12,21,37,86,.430,15,46,.326,24,32,.750,11,49,22,7,4,7,18
61,61,2024-03-04,SAC,W,113,109,42,84,.500,11,32,.344,18,22,.818,7,32,28,9,2,10,17,41,92,.446,11,37,.297,16,18,.889,20,51,29,6,6,18,22
62,62,2024-03-06,UTA,W,119,117,45,90,.500,17,39,.436,12,15,.800,7,39,29,7,4,9,13,44,96,.458,15,47,.319,14,16,.875,14,45,28,4,7,10,14
63,63,2024-03-07,GSW,W,125,122,46,87,.529,16,36,.444,17,23,.739,7,40,29,6,5,14,22,44,97,.454,11,42,.262,23,28,.821,13,48,31,8,2,11,22
64,64,2024-03-09,LAC,L,102,112,37,86,.430,13,35,.371,15,19,.789,12,38,27,7,3,12,19,42,84,.500,12,35,.343,16,18,.889,9,45,29,7,6,16,20
65,65,2024-03-11,DAL,L,92,127,35,89,.393,7,34,.206,15,22,.682,14,43,19,6,2,13,12,51,93,.548,13,41,.317,12,15,.800,10,49,33,10,6,6,17
66,66,2024-03-13,IND,W,132,129,48,92,.522,10,28,.357,26,32,.813,7,48,22,6,5,12,21,46,99,.465,14,45,.311,23,28,.821,9,47,30,4,6,9,25
67,67,2024-03-14,LAC,L,111,126,41,86,.477,16,35,.457,13,16,.813,11,36,28,4,2,13,14,48,80,.600,20,40,.500,10,14,.714,6,35,32,9,2,10,16
68,68,2024-03-16,WAS,W,127,98,49,85,.576,8,24,.333,21,29,.724,12,51,33,9,4,15,16,36,84,.429,13,32,.406,13,22,.591,9,32,27,12,7,16,21
69,69,2024-03-18,POR,W,110,107,41,93,.441,11,33,.333,17,21,.810,13,40,26,9,5,9,21,40,88,.455,8,28,.286,19,25,.760,13,43,21,7,5,13,24
70,70,2024-03-21,HOU,L,117,127,42,93,.452,12,31,.387,21,25,.840,12,43,23,8,3,11,17,47,93,.505,17,45,.378,16,20,.800,13,49,27,7,6,16,21
71,71,2024-03-23,BOS,L,113,124,47,82,.573,9,24,.375,10,11,.909,3,29,36,7,3,7,18,44,86,.512,21,48,.438,15,17,.882,12,41,28,5,3,12,9
72,72,2024-03-25,WAS,L,105,107,36,87,.414,10,35,.286,23,28,.821,9,46,27,9,8,12,14,39,97,.402,14,49,.286,15,18,.833,14,52,32,8,5,14,21
73,73,2024-03-27,IND,W,125,99,49,98,.500,12,27,.444,15,18,.833,13,54,28,7,5,8,19,34,85,.400,13,42,.310,18,23,.783,12,40,25,3,4,13,23
74,74,2024-03-29,BRK,L,108,125,38,75,.507,9,30,.300,23,29,.793,5,44,24,3,6,13,18,43,91,.473,25,44,.568,14,22,.636,12,43,26,9,3,7,22
75,75,2024-03-31,MIN,W,109,101,42,80,.525,17,29,.586,8,12,.667,8,43,30,11,3,16,18,38,81,.469,11,37,.297,14,21,.667,8,37,28,12,5,14,10
76,76,2024-04-01,ATL,L,101,113,37,94,.394,7,28,.250,20,24,.833,16,51,17,8,2,8,17,41,82,.500,19,40,.475,12,18,.667,8,45,29,4,5,15,21
77,77,2024-04-05,NYK,W,108,100,44,93,.473,7,23,.304,13,16,.813,19,57,27,11,5,17,19,36,83,.434,10,29,.345,18,24,.750,9,38,22,9,2,18,15
