     ,Date                ,Start (ET) ,Visitor/Neutral        ,PTS ,Home/Neutral           ,PTS.1 ,Unnamed: 6 ,Unnamed: 7 ,Attend. ,LOG    ,Arena                      ,Notes
 874 ,"Wed, Feb 16, 2022" ,8:00p      ,San Antonio Spurs      ,114 ,Oklahoma City Thunder  ,  106 ,Box Score  ,           ,14920.0 ,2:14   ,Paycom Center              ,
 875 ,"Wed, Feb 16, 2022" ,9:00p      ,Houston Rockets        ,121 ,Phoenix Suns           ,  124 ,Box Score  ,           ,17071.0 ,2:28   ,Phoenix Suns Arena         ,
 876 ,"Wed, Feb 16, 2022" ,10:00p     ,Denver Nuggets         ,117 ,Golden State Warriors  ,  116 ,Box Score  ,           ,18064.0 ,2:24   ,Chase Center               ,
 877 ,"Wed, Feb 16, 2022" ,10:00p     ,Utah Jazz              ,101 ,Los Angeles Lakers     ,  106 ,Box Score  ,           ,17787.0 ,2:27   ,Crypto.com Arena           ,
 878 ,"Thu, Feb 17, 2022" ,7:00p      ,Miami Heat             ,111 ,Charlotte Hornets      ,  107 ,Box Score  ,2OT        ,17029.0 ,2:52   ,Spectrum Center            ,
 879 ,"Thu, Feb 17, 2022" ,7:30p      ,Washington Wizards     ,117 ,Brooklyn Nets          ,  103 ,Box Score  ,           ,17477.0 ,2:10   ,Barclays Center            ,
 880 ,"Thu, Feb 17, 2022" ,8:00p      ,Dallas Mavericks       ,125 ,New Orleans Pelicans   ,  118 ,Box Score  ,           ,15906.0 ,2:07   ,Smoothie King Center       ,
 881 ,"Thu, Feb 17, 2022" ,8:30p      ,Philadelphia 76ers     ,123 ,Milwaukee Bucks        ,  120 ,Box Score  ,           ,17341.0 ,2:28   ,Fiserv Forum               ,
 882 ,"Thu, Feb 17, 2022" ,10:30p     ,Houston Rockets        ,111 ,Los Angeles Clippers   ,  142 ,Box Score  ,           ,17519.0 ,2:11   ,Crypto.com Arena           ,
 883 ,"Thu, Feb 24, 2022" ,7:00p      ,Cleveland Cavaliers    ,103 ,Detroit Pistons        ,  106 ,Box Score  ,           ,15622.0 ,2:18   ,Little Caesars Arena       ,
 884 ,"Thu, Feb 24, 2022" ,7:30p      ,Boston Celtics         ,129 ,Brooklyn Nets          ,  106 ,Box Score  ,           ,17986.0 ,2:13   ,Barclays Center            ,
 885 ,"Thu, Feb 24, 2022" ,8:00p      ,Atlanta Hawks          ,108 ,Chicago Bulls          ,  112 ,Box Score  ,           ,21236.0 ,2:22   ,United Center              ,
 886 ,"Thu, Feb 24, 2022" ,8:00p      ,Memphis Grizzlies      ,114 ,Minnesota Timberwolves ,  119 ,Box Score  ,           ,16326.0 ,2:24   ,Target Center              ,
 887 ,"Thu, Feb 24, 2022" ,8:00p      ,Phoenix Suns           ,124 ,Oklahoma City Thunder  ,  104 ,Box Score  ,           ,14176.0 ,1:58   ,Paycom Center              ,
 888 ,"Thu, Feb 24, 2022" ,10:00p     ,Golden State Warriors  ,132 ,Portland Trail Blazers ,   95 ,Box Score  ,           ,20098.0 ,2:22   ,Moda Center                ,
 889 ,"Thu, Feb 24, 2022" ,10:00p     ,Denver Nuggets         ,128 ,Sacramento Kings       ,  110 ,Box Score  ,           ,15855.0 ,2:10   ,Golden 1 Center            ,
 890 ,"Fri, Feb 25, 2022" ,7:00p      ,Toronto Raptors        , 93 ,Charlotte Hornets      ,  125 ,Box Score  ,           ,17577.0 ,1:59   ,Spectrum Center            ,
 891 ,"Fri, Feb 25, 2022" ,7:00p      ,Oklahoma City Thunder  ,129 ,Indiana Pacers         ,  125 ,Box Score  ,OT         ,15182.0 ,2:26   ,Gainbridge Fieldhouse      ,
 892 ,"Fri, Feb 25, 2022" ,7:00p      ,Houston Rockets        ,111 ,Orlando Magic          ,  119 ,Box Score  ,           ,16631.0 ,2:17   ,Amway Center               ,
 893 ,"Fri, Feb 25, 2022" ,7:00p      ,San Antonio Spurs      ,157 ,Washington Wizards     ,  153 ,Box Score  ,2OT        ,15302.0 ,2:56   ,Capital One Arena          ,
 894 ,"Fri, Feb 25, 2022" ,7:30p      ,Miami Heat             ,115 ,New York Knicks        ,  100 ,Box Score  ,           ,19812.0 ,2:28   ,Madison Square Garden (IV) ,
 895 ,"Fri, Feb 25, 2022" ,8:00p      ,Philadelphia 76ers     ,133 ,Minnesota Timberwolves ,  102 ,Box Score  ,           ,16684.0 ,2:18   ,Target Center              ,
 896 ,"Fri, Feb 25, 2022" ,9:00p      ,New Orleans Pelicans   ,117 ,Phoenix Suns           ,  102 ,Box Score  ,           ,17071.0 ,2:13   ,Phoenix Suns Arena         ,
 897 ,"Fri, Feb 25, 2022" ,9:00p      ,Dallas Mavericks       ,109 ,Utah Jazz              ,  114 ,Box Score  ,           ,18306.0 ,2:07   ,Vivint Smart Home Arena    ,
 898 ,"Fri, Feb 25, 2022" ,10:00p     ,Los Angeles Clippers   ,105 ,Los Angeles Lakers     ,  102 ,Box Score  ,           ,18997.0 ,2:33   ,Crypto.com Arena           ,
 899 ,"Sat, Feb 26, 2022" ,12:00p     ,Boston Celtics         ,113 ,Detroit Pistons        ,  104 ,Box Score  ,           ,19122.0 ,2:20   ,Little Caesars Arena       ,
 900 ,"Sat, Feb 26, 2022" ,7:30p      ,Toronto Raptors        ,100 ,Atlanta Hawks          ,  127 ,Box Score  ,           ,17870.0 ,2:09   ,State Farm Arena           ,
 901 ,"Sat, Feb 26, 2022" ,8:00p      ,Memphis Grizzlies      ,116 ,Chicago Bulls          ,  110 ,Box Score  ,           ,21959.0 ,2:19   ,United Center              ,
 902 ,"Sat, Feb 26, 2022" ,8:00p      ,Washington Wizards     , 86 ,Cleveland Cavaliers    ,   92 ,Box Score  ,           ,19432.0 ,2:10   ,Rocket Mortgage Fieldhouse ,
 903 ,"Sat, Feb 26, 2022" ,8:00p      ,San Antonio Spurs      ,129 ,Miami Heat             ,  133 ,Box Score  ,           ,19677.0 ,2:20   ,FTX Arena                  ,
 904 ,"Sat, Feb 26, 2022" ,8:30p      ,Brooklyn Nets          ,126 ,Milwaukee Bucks        ,  123 ,Box Score  ,           ,17341.0 ,2:42   ,Fiserv Forum               ,
 905 ,"Sat, Feb 26, 2022" ,9:00p      ,Sacramento Kings       ,110 ,Denver Nuggets         ,  115 ,Box Score  ,           ,19520.0 ,2:27   ,Ball Arena                 ,
 906 ,"Sun, Feb 27, 2022" ,1:00p      ,Philadelphia 76ers     ,125 ,New York Knicks        ,  109 ,Box Score  ,           ,19812.0 ,2:29   ,Madison Square Garden (IV) ,
 907 ,"Sun, Feb 27, 2022" ,3:30p      ,Utah Jazz              ,118 ,Phoenix Suns           ,  114 ,Box Score  ,           ,17071.0 ,2:18   ,Phoenix Suns Arena         ,
 908 ,"Sun, Feb 27, 2022" ,5:00p      ,Boston Celtics         ,107 ,Indiana Pacers         ,  128 ,Box Score  ,           ,16872.0 ,2:12   ,Gainbridge Fieldhouse      ,
 909 ,"Sun, Feb 27, 2022" ,7:00p      ,Detroit Pistons        ,127 ,Charlotte Hornets      ,  126 ,Box Score  ,OT         ,15348.0 ,2:42   ,Spectrum Center            ,
 910 ,"Sun, Feb 27, 2022" ,7:00p      ,Los Angeles Clippers   , 99 ,Houston Rockets        ,   98 ,Box Score  ,           ,14324.0 ,2:22   ,Toyota Center              ,
 911 ,"Sun, Feb 27, 2022" ,7:30p      ,Dallas Mavericks       ,107 ,Golden State Warriors  ,  101 ,Box Score  ,           ,18064.0 ,2:22   ,Chase Center               ,
 912 ,"Sun, Feb 27, 2022" ,9:00p      ,Denver Nuggets         ,124 ,Portland Trail Blazers ,   92 ,Box Score  ,           ,17771.0 ,2:13   ,Moda Center                ,
 913 ,"Sun, Feb 27, 2022" ,10:00p     ,New Orleans Pelicans   ,123 ,Los Angeles Lakers     ,   95 ,Box Score  ,           ,17536.0 ,2:16   ,Crypto.com Arena           ,
 914 ,"Mon, Feb 28, 2022" ,7:00p      ,Minnesota Timberwolves ,127 ,Cleveland Cavaliers    ,  122 ,Box Score  ,           ,18421.0 ,2:34   ,Rocket Mortgage Fieldhouse ,
 915 ,"Mon, Feb 28, 2022" ,7:00p      ,Indiana Pacers         ,103 ,Orlando Magic          ,  119 ,Box Score  ,           ,13014.0 ,2:17   ,Amway Center               ,
 916 ,"Mon, Feb 28, 2022" ,7:30p      ,Toronto Raptors        ,133 ,Brooklyn Nets          ,   97 ,Box Score  ,           ,17112.0 ,2:08   ,Barclays Center            ,
 917 ,"Mon, Feb 28, 2022" ,7:30p      ,Chicago Bulls          , 99 ,Miami Heat             ,  112 ,Box Score  ,           ,19683.0 ,2:10   ,FTX Arena                  ,
 918 ,"Mon, Feb 28, 2022" ,8:00p      ,San Antonio Spurs      ,105 ,Memphis Grizzlies      ,  118 ,Box Score  ,           ,16812.0 ,2:08   ,FedEx Forum                ,
 919 ,"Mon, Feb 28, 2022" ,8:00p      ,Charlotte Hornets      ,106 ,Milwaukee Bucks        ,  130 ,Box Score  ,           ,17341.0 ,2:25   ,Fiserv Forum               ,
 920 ,"Mon, Feb 28, 2022" ,8:00p      ,Sacramento Kings       ,131 ,Oklahoma City Thunder  ,  110 ,Box Score  ,           ,13945.0 ,2:10   ,Paycom Center              ,
 921 ,"Tue, Mar 1, 2022"  ,7:00p      ,Detroit Pistons        ,113 ,Washington Wizards     ,  116 ,Box Score  ,           ,12122.0 ,2:18   ,Capital One Arena          ,
 922 ,"Tue, Mar 1, 2022"  ,7:30p      ,Atlanta Hawks          , 98 ,Boston Celtics         ,  107 ,Box Score  ,           ,19156.0 ,2:19   ,TD Garden                  ,
 923 ,"Tue, Mar 1, 2022"  ,7:30p      ,Brooklyn Nets          ,108 ,Toronto Raptors        ,  109 ,Box Score  ,           ,18903.0 ,2:14   ,Scotiabank Arena           ,
 924 ,"Tue, Mar 1, 2022"  ,8:00p      ,Los Angeles Clippers   ,113 ,Houston Rockets        ,  100 ,Box Score  ,           ,12949.0 ,2:07   ,Toyota Center              ,
 925 ,"Tue, Mar 1, 2022"  ,8:00p      ,Golden State Warriors  ,114 ,Minnesota Timberwolves ,  129 ,Box Score  ,           ,17136.0 ,2:17   ,Target Center              ,
 926 ,"Tue, Mar 1, 2022"  ,10:00p     ,Dallas Mavericks       ,109 ,Los Angeles Lakers     ,  104 ,Box Score  ,           ,17857.0 ,2:20   ,Crypto.com Arena           ,
 927 ,"Wed, Mar 2, 2022"  ,7:00p      ,Charlotte Hornets      ,119 ,Cleveland Cavaliers    ,   98 ,Box Score  ,           ,19019.0 ,2:10   ,Rocket Mortgage Fieldhouse ,
 928 ,"Wed, Mar 2, 2022"  ,7:00p      ,Indiana Pacers         ,122 ,Orlando Magic          ,  114 ,Box Score  ,OT         ,11221.0 ,2:33   ,Amway Center               ,
 929 ,"Wed, Mar 2, 2022"  ,7:30p      ,New York Knicks        ,108 ,Philadelphia 76ers     ,  123 ,Box Score  ,           ,21333.0 ,2:22   ,Wells Fargo Center         ,
 930 ,"Wed, Mar 2, 2022"  ,8:00p      ,Utah Jazz              ,132 ,Houston Rockets        ,  127 ,Box Score  ,OT         ,13583.0 ,2:38   ,Toyota Center              ,
 931 ,"Wed, Mar 2, 2022"  ,8:00p      ,Miami Heat             ,119 ,Milwaukee Bucks        ,  120 ,Box Score  ,           ,17341.0 ,2:15   ,Fiserv Forum               ,
 932 ,"Wed, Mar 2, 2022"  ,8:00p      ,Sacramento Kings       , 95 ,New Orleans Pelicans   ,  125 ,Box Score  ,           ,15490.0 ,2:06   ,Smoothie King Center       ,
 933 ,"Wed, Mar 2, 2022"  ,9:00p      ,Oklahoma City Thunder  ,119 ,Denver Nuggets         ,  107 ,Box Score  ,           ,15167.0 ,2:03   ,Ball Arena                 ,
 934 ,"Wed, Mar 2, 2022"  ,10:00p     ,Portland Trail Blazers , 90 ,Phoenix Suns           ,  120 ,Box Score  ,           ,17071.0 ,2:13   ,Phoenix Suns Arena         ,
 935 ,"Thu, Mar 3, 2022"  ,7:00p      ,Chicago Bulls          ,124 ,Atlanta Hawks          ,  130 ,Box Score  ,           ,17522.0 ,2:09   ,State Farm Arena           ,
 936 ,"Thu, Mar 3, 2022"  ,7:30p      ,Memphis Grizzlies      ,107 ,Boston Celtics         ,  120 ,Box Score  ,           ,19156.0 ,2:11   ,TD Garden                  ,
 937 ,"Thu, Mar 3, 2022"  ,7:30p      ,Miami Heat             ,113 ,Brooklyn Nets          ,  107 ,Box Score  ,           ,17732.0 ,2:22   ,Barclays Center            ,
 938 ,"Thu, Mar 3, 2022"  ,7:30p      ,Detroit Pistons        ,108 ,Toronto Raptors        ,  106 ,Box Score  ,           ,19548.0 ,2:28   ,Scotiabank Arena           ,
 939 ,"Thu, Mar 3, 2022"  ,8:30p      ,Golden State Warriors  ,113 ,Dallas Mavericks       ,  122 ,Box Score  ,           ,20229.0 ,2:11   ,American Airlines Center   ,
 940 ,"Thu, Mar 3, 2022"  ,8:30p      ,Sacramento Kings       ,115 ,San Antonio Spurs      ,  112 ,Box Score  ,           ,13049.0 ,2:18   ,AT&T Center                ,
 941 ,"Thu, Mar 3, 2022"  ,10:00p     ,Los Angeles Lakers     ,111 ,Los Angeles Clippers   ,  132 ,Box Score  ,           ,19068.0 ,2:15   ,Crypto.com Arena           ,
 942 ,"Fri, Mar 4, 2022"  ,7:00p      ,Indiana Pacers         ,106 ,Detroit Pistons        ,  111 ,Box Score  ,           ,17244.0 ,2:11   ,Little Caesars Arena       ,
 943 ,"Fri, Mar 4, 2022"  ,7:00p      ,Cleveland Cavaliers    ,119 ,Philadelphia 76ers     ,  125 ,Box Score  ,           ,21391.0 ,2:15   ,Wells Fargo Center         ,
 944 ,"Fri, Mar 4, 2022"  ,7:00p      ,Atlanta Hawks          ,117 ,Washington Wizards     ,  114 ,Box Score  ,           ,15927.0 ,2:18   ,Capital One Arena          ,
 945 ,"Fri, Mar 4, 2022"  ,7:30p      ,Milwaukee Bucks        ,118 ,Chicago Bulls          ,  112 ,Box Score  ,           ,21259.0 ,2:31   ,United Center              ,
 946 ,"Fri, Mar 4, 2022"  ,7:30p      ,Orlando Magic          ,103 ,Toronto Raptors        ,   97 ,Box Score  ,           ,19081.0 ,2:06   ,Scotiabank Arena           ,
 947 ,"Fri, Mar 4, 2022"  ,8:00p      ,Utah Jazz              , 90 ,New Orleans Pelicans   ,  124 ,Box Score  ,           ,16178.0 ,2:07   ,Smoothie King Center       ,
 948 ,"Fri, Mar 4, 2022"  ,8:00p      ,Minnesota Timberwolves ,138 ,Oklahoma City Thunder  ,  101 ,Box Score  ,           ,15180.0 ,2:06   ,Paycom Center              ,
 949 ,"Fri, Mar 4, 2022"  ,9:00p      ,Houston Rockets        ,101 ,Denver Nuggets         ,  116 ,Box Score  ,           ,16254.0 ,2:13   ,Ball Arena                 ,
 950 ,"Fri, Mar 4, 2022"  ,10:00p     ,New York Knicks        ,114 ,Phoenix Suns           ,  115 ,Box Score  ,           ,17071.0 ,2:29   ,Phoenix Suns Arena         ,
 951 ,"Sat, Mar 5, 2022"  ,5:00p      ,Sacramento Kings       ,113 ,Dallas Mavericks       ,  114 ,Box Score  ,           ,20060.0 ,2:22   ,American Airlines Center   ,
 952 ,"Sat, Mar 5, 2022"  ,7:00p      ,San Antonio Spurs      ,117 ,Charlotte Hornets      ,  123 ,Box Score  ,           ,18941.0 ,2:09   ,Spectrum Center            ,
 953 ,"Sat, Mar 5, 2022"  ,8:00p      ,Orlando Magic          , 96 ,Memphis Grizzlies      ,  124 ,Box Score  ,           ,17794.0 ,2:00   ,FedEx Forum                ,
 954 ,"Sat, Mar 5, 2022"  ,8:00p      ,Philadelphia 76ers     , 82 ,Miami Heat             ,   99 ,Box Score  ,           ,19704.0 ,2:09   ,FTX Arena                  ,
 955 ,"Sat, Mar 5, 2022"  ,8:00p      ,Portland Trail Blazers ,121 ,Minnesota Timberwolves ,  135 ,Box Score  ,           ,17136.0 ,2:22   ,Target Center              ,
 956 ,"Sat, Mar 5, 2022"  ,8:30p      ,Golden State Warriors  ,116 ,Los Angeles Lakers     ,  124 ,Box Score  ,           ,18997.0 ,2:24   ,Crypto.com Arena           ,
 957 ,"Sun, Mar 6, 2022"  ,1:00p      ,Brooklyn Nets          ,120 ,Boston Celtics         ,  126 ,Box Score  ,           ,19156.0 ,2:23   ,TD Garden                  ,
 958 ,"Sun, Mar 6, 2022"  ,3:30p      ,Phoenix Suns           ,122 ,Milwaukee Bucks        ,  132 ,Box Score  ,           ,17495.0 ,2:19   ,Fiserv Forum               ,
 959 ,"Sun, Mar 6, 2022"  ,6:00p      ,Indiana Pacers         ,123 ,Washington Wizards     ,  133 ,Box Score  ,           ,13937.0 ,2:14   ,Capital One Arena          ,
 960 ,"Sun, Mar 6, 2022"  ,7:00p      ,Memphis Grizzlies      ,112 ,Houston Rockets        ,  123 ,Box Score  ,           ,18055.0 ,2:22   ,Toyota Center              ,
 961 ,"Sun, Mar 6, 2022"  ,7:00p      ,Utah Jazz              ,116 ,Oklahoma City Thunder  ,  103 ,Box Score  ,           ,15079.0 ,2:06   ,Paycom Center              ,
 962 ,"Sun, Mar 6, 2022"  ,7:30p      ,Toronto Raptors        , 96 ,Cleveland Cavaliers    ,  104 ,Box Score  ,           ,19432.0 ,2:18   ,Rocket Mortgage Fieldhouse ,
 963 ,"Sun, Mar 6, 2022"  ,8:00p      ,New Orleans Pelicans   ,130 ,Denver Nuggets         ,  138 ,Box Score  ,OT         ,14962.0 ,2:43   ,Ball Arena                 ,
 964 ,"Sun, Mar 6, 2022"  ,10:00p     ,New York Knicks        ,116 ,Los Angeles Clippers   ,   93 ,Box Score  ,           ,17422.0 ,2:22   ,Crypto.com Arena           ,
 965 ,"Mon, Mar 7, 2022"  ,7:00p      ,Atlanta Hawks          ,110 ,Detroit Pistons        ,  113 ,Box Score  ,OT         ,14942.0 ,2:39   ,Little Caesars Arena       ,
 966 ,"Mon, Mar 7, 2022"  ,7:00p      ,Chicago Bulls          ,106 ,Philadelphia 76ers     ,  121 ,Box Score  ,           ,20381.0 ,2:24   ,Wells Fargo Center         ,
 967 ,"Mon, Mar 7, 2022"  ,7:30p      ,Houston Rockets        ,106 ,Miami Heat             ,  123 ,Box Score  ,           ,19600.0 ,2:12   ,FTX Arena                  ,
 968 ,"Mon, Mar 7, 2022"  ,8:00p      ,Portland Trail Blazers , 81 ,Minnesota Timberwolves ,  124 ,Box Score  ,           ,16035.0 ,2:26   ,Target Center              ,
 969 ,"Mon, Mar 7, 2022"  ,8:30p      ,Utah Jazz              ,103 ,Dallas Mavericks       ,  111 ,Box Score  ,           ,20077.0 ,2:12   ,American Airlines Center   ,
 970 ,"Mon, Mar 7, 2022"  ,8:30p      ,Los Angeles Lakers     ,110 ,San Antonio Spurs      ,  117 ,Box Score  ,           ,18354.0 ,2:16   ,AT&T Center                ,
 971 ,"Mon, Mar 7, 2022"  ,9:00p      ,Golden State Warriors  ,124 ,Denver Nuggets         ,  131 ,Box Score  ,           ,19542.0 ,2:20   ,Ball Arena                 ,
 972 ,"Mon, Mar 7, 2022"  ,10:30p     ,New York Knicks        ,131 ,Sacramento Kings       ,  115 ,Box Score  ,           ,14720.0 ,2:17   ,Golden 1 Center            ,
 973 ,"Tue, Mar 8, 2022"  ,7:00p      ,Brooklyn Nets          ,132 ,Charlotte Hornets      ,  121 ,Box Score  ,           ,17230.0 ,2:13   ,Spectrum Center            ,
 974 ,"Tue, Mar 8, 2022"  ,7:00p      ,Cleveland Cavaliers    ,127 ,Indiana Pacers         ,  124 ,Box Score  ,           ,14066.0 ,2:17   ,Gainbridge Fieldhouse      ,
 975 ,"Tue, Mar 8, 2022"  ,7:00p      ,Phoenix Suns           ,102 ,Orlando Magic          ,   99 ,Box Score  ,           ,14024.0 ,2:18   ,Amway Center               ,
 976 ,"Tue, Mar 8, 2022"  ,7:30p      ,New Orleans Pelicans   ,111 ,Memphis Grizzlies      ,  132 ,Box Score  ,           ,16433.0 ,2:17   ,FedEx Forum                ,
 977 ,"Tue, Mar 8, 2022"  ,8:00p      ,Milwaukee Bucks        ,142 ,Oklahoma City Thunder  ,  115 ,Box Score  ,           ,15743.0 ,2:08   ,Paycom Center              ,
 978 ,"Tue, Mar 8, 2022"  ,10:00p     ,Los Angeles Clippers   , 97 ,Golden State Warriors  ,  112 ,Box Score  ,           ,18064.0 ,2:14   ,Chase Center               ,
 979 ,"Wed, Mar 9, 2022"  ,7:00p      ,Boston Celtics         ,115 ,Charlotte Hornets      ,  101 ,Box Score  ,           ,18086.0 ,2:07   ,Spectrum Center            ,
 980 ,"Wed, Mar 9, 2022"  ,7:00p      ,Chicago Bulls          ,114 ,Detroit Pistons        ,  108 ,Box Score  ,           ,18022.0 ,2:10   ,Little Caesars Arena       ,
 981 ,"Wed, Mar 9, 2022"  ,7:30p      ,Phoenix Suns           ,111 ,Miami Heat             ,   90 ,Box Score  ,           ,19600.0 ,2:05   ,FTX Arena                  ,
 982 ,"Wed, Mar 9, 2022"  ,8:00p      ,Los Angeles Lakers     ,130 ,Houston Rockets        ,  139 ,Box Score  ,OT         ,18055.0 ,2:32   ,Toyota Center              ,
 983 ,"Wed, Mar 9, 2022"  ,8:00p      ,Atlanta Hawks          ,115 ,Milwaukee Bucks        ,  124 ,Box Score  ,           ,17341.0 ,2:06   ,Fiserv Forum               ,
 984 ,"Wed, Mar 9, 2022"  ,8:00p      ,Oklahoma City Thunder  ,102 ,Minnesota Timberwolves ,  132 ,Box Score  ,           ,16191.0 ,2:06   ,Target Center              ,
 985 ,"Wed, Mar 9, 2022"  ,8:00p      ,Orlando Magic          ,108 ,New Orleans Pelicans   ,  102 ,Box Score  ,           ,15633.0 ,2:12   ,Smoothie King Center       ,
 986 ,"Wed, Mar 9, 2022"  ,8:30p      ,New York Knicks        ,107 ,Dallas Mavericks       ,   77 ,Box Score  ,           ,20182.0 ,2:15   ,American Airlines Center   ,
 987 ,"Wed, Mar 9, 2022"  ,8:30p      ,Toronto Raptors        ,119 ,San Antonio Spurs      ,  104 ,Box Score  ,           ,15121.0 ,2:05   ,AT&T Center                ,
 988 ,"Wed, Mar 9, 2022"  ,10:00p     ,Denver Nuggets         ,106 ,Sacramento Kings       ,  100 ,Box Score  ,           ,14697.0 ,2:16   ,Golden 1 Center            ,
 989 ,"Wed, Mar 9, 2022"  ,10:00p     ,Portland Trail Blazers , 85 ,Utah Jazz              ,  123 ,Box Score  ,           ,18306.0 ,2:13   ,Vivint Smart Home Arena    ,
 990 ,"Wed, Mar 9, 2022"  ,10:30p     ,Washington Wizards     ,109 ,Los Angeles Clippers   ,  115 ,Box Score  ,           ,15282.0 ,2:13   ,Crypto.com Arena           ,
 991 ,"Thu, Mar 10, 2022" ,7:30p      ,Brooklyn Nets          ,129 ,Philadelphia 76ers     ,  100 ,Box Score  ,           ,21408.0 ,2:18   ,Wells Fargo Center         ,
 992 ,"Thu, Mar 10, 2022" ,10:00p     ,Golden State Warriors  ,113 ,Denver Nuggets         ,  102 ,Box Score  ,           ,19520.0 ,2:26   ,Ball Arena                 ,
 993 ,"Fri, Mar 11, 2022" ,7:00p      ,Minnesota Timberwolves ,110 ,Orlando Magic          ,  118 ,Box Score  ,           ,14557.0 ,2:07   ,Amway Center               ,
 994 ,"Fri, Mar 11, 2022" ,7:30p      ,Los Angeles Clippers   ,106 ,Atlanta Hawks          ,  112 ,Box Score  ,           ,16862.0 ,2:10   ,State Farm Arena           ,
 995 ,"Fri, Mar 11, 2022" ,7:30p      ,Detroit Pistons        ,103 ,Boston Celtics         ,  114 ,Box Score  ,           ,19156.0 ,2:15   ,TD Garden                  ,
 996 ,"Fri, Mar 11, 2022" ,8:00p      ,Dallas Mavericks       ,113 ,Houston Rockets        ,  100 ,Box Score  ,           ,15060.0 ,2:13   ,Toyota Center              ,
