     ,Date                ,Start (ET) ,Visitor/Neutral        ,PTS ,Home/Neutral           ,PTS.1 ,Unnamed: 6 ,Unnamed: 7 ,Attend. ,LOG    ,Arena                      ,Notes
1787 ,"Tue, Dec 27, 2022" ,7:30p      ,Los Angeles Clippers   ,124 ,Toronto Raptors        ,  113 ,Box Score  ,           ,19800.0 ,2:09   ,Scotiabank Arena           ,
1788 ,"Tue, Dec 27, 2022" ,8:00p      ,Phoenix Suns           ,125 ,Memphis Grizzlies      ,  108 ,Box Score  ,           ,18239.0 ,2:24   ,FedEx Forum                ,
1789 ,"Tue, Dec 27, 2022" ,8:00p      ,San Antonio Spurs      ,114 ,Oklahoma City Thunder  ,  130 ,Box Score  ,           ,16229.0 ,2:10   ,Paycom Center              ,
1790 ,"Tue, Dec 27, 2022" ,8:30p      ,New York Knicks        ,121 ,Dallas Mavericks       ,  126 ,Box Score  ,OT         ,20377.0 ,2:31   ,American Airlines Center   ,
1791 ,"Tue, Dec 27, 2022" ,10:00p     ,Charlotte Hornets      ,105 ,Golden State Warriors  ,  110 ,Box Score  ,           ,18064.0 ,2:15   ,Chase Center               ,
1792 ,"Tue, Dec 27, 2022" ,10:00p     ,Denver Nuggets         ,113 ,Sacramento Kings       ,  106 ,Box Score  ,           ,17937.0 ,2:12   ,Golden 1 Center            ,
1793 ,"Wed, Dec 28, 2022" ,7:00p      ,Orlando Magic          ,101 ,Detroit Pistons        ,  121 ,Box Score  ,           ,20190.0 ,2:34   ,Little Caesars Arena       ,
1794 ,"Wed, Dec 28, 2022" ,7:00p      ,Phoenix Suns           ,102 ,Washington Wizards     ,  127 ,Box Score  ,           ,20476.0 ,2:16   ,Capital One Arena          ,
1795 ,"Wed, Dec 28, 2022" ,7:30p      ,Brooklyn Nets          ,108 ,Atlanta Hawks          ,  107 ,Box Score  ,           ,18030.0 ,2:05   ,State Farm Arena           ,
1796 ,"Wed, Dec 28, 2022" ,7:30p      ,Los Angeles Lakers     , 98 ,Miami Heat             ,  112 ,Box Score  ,           ,20221.0 ,2:07   ,Kaseya Center              ,
1797 ,"Wed, Dec 28, 2022" ,8:00p      ,Milwaukee Bucks        ,113 ,Chicago Bulls          ,  119 ,Box Score  ,OT         ,21537.0 ,2:45   ,United Center              ,
1798 ,"Wed, Dec 28, 2022" ,8:00p      ,Minnesota Timberwolves ,118 ,New Orleans Pelicans   ,  119 ,Box Score  ,           ,18669.0 ,2:35   ,Smoothie King Center       ,
1799 ,"Wed, Dec 28, 2022" ,10:00p     ,Utah Jazz              ,107 ,Golden State Warriors  ,  112 ,Box Score  ,           ,18064.0 ,2:18   ,Chase Center               ,
1800 ,"Wed, Dec 28, 2022" ,10:00p     ,Denver Nuggets         ,126 ,Sacramento Kings       ,  127 ,Box Score  ,           ,17985.0 ,2:12   ,Golden 1 Center            ,
1801 ,"Thu, Dec 29, 2022" ,7:00p      ,Oklahoma City Thunder  ,113 ,Charlotte Hornets      ,  121 ,Box Score  ,           ,19425.0 ,2:10   ,Spectrum Center            ,
1802 ,"Thu, Dec 29, 2022" ,7:00p      ,Cleveland Cavaliers    ,126 ,Indiana Pacers         ,  135 ,Box Score  ,           ,17274.0 ,2:10   ,Gainbridge Fieldhouse      ,
1803 ,"Thu, Dec 29, 2022" ,7:30p      ,Los Angeles Clippers   ,110 ,Boston Celtics         ,  116 ,Box Score  ,           ,19156.0 ,2:11   ,TD Garden                  ,
1804 ,"Thu, Dec 29, 2022" ,7:30p      ,Memphis Grizzlies      ,119 ,Toronto Raptors        ,  106 ,Box Score  ,           ,19800.0 ,2:11   ,Scotiabank Arena           ,
1805 ,"Thu, Dec 29, 2022" ,8:00p      ,New York Knicks        ,115 ,San Antonio Spurs      ,  122 ,Box Score  ,           ,18354.0 ,2:19   ,AT&T Center                ,
1806 ,"Thu, Dec 29, 2022" ,8:30p      ,Houston Rockets        ,114 ,Dallas Mavericks       ,  129 ,Box Score  ,           ,20307.0 ,2:12   ,American Airlines Center   ,
1807 ,"Fri, Dec 30, 2022" ,7:00p      ,Washington Wizards     ,119 ,Orlando Magic          ,  100 ,Box Score  ,           ,19040.0 ,2:10   ,Amway Center               ,
1808 ,"Fri, Dec 30, 2022" ,7:30p      ,Los Angeles Lakers     ,130 ,Atlanta Hawks          ,  121 ,Box Score  ,           ,17984.0 ,2:10   ,State Farm Arena           ,
1809 ,"Fri, Dec 30, 2022" ,7:30p      ,Phoenix Suns           ,104 ,Toronto Raptors        ,  113 ,Box Score  ,           ,19800.0 ,2:19   ,Scotiabank Arena           ,
1810 ,"Fri, Dec 30, 2022" ,8:00p      ,Detroit Pistons        ,118 ,Chicago Bulls          ,  132 ,Box Score  ,           ,21667.0 ,2:09   ,United Center              ,
1811 ,"Fri, Dec 30, 2022" ,8:00p      ,Minnesota Timberwolves ,114 ,Milwaukee Bucks        ,  123 ,Box Score  ,           ,18018.0 ,2:29   ,Fiserv Forum               ,
1812 ,"Fri, Dec 30, 2022" ,8:30p      ,Philadelphia 76ers     ,116 ,New Orleans Pelicans   ,  127 ,Box Score  ,           ,18656.0 ,2:18   ,Smoothie King Center       ,
1813 ,"Fri, Dec 30, 2022" ,9:00p      ,Miami Heat             ,119 ,Denver Nuggets         ,  124 ,Box Score  ,           ,19638.0 ,2:16   ,Ball Arena                 ,
1814 ,"Fri, Dec 30, 2022" ,10:00p     ,Portland Trail Blazers ,112 ,Golden State Warriors  ,  118 ,Box Score  ,           ,18064.0 ,2:16   ,Chase Center               ,
1815 ,"Fri, Dec 30, 2022" ,10:00p     ,Utah Jazz              ,125 ,Sacramento Kings       ,  126 ,Box Score  ,           ,17946.0 ,2:19   ,Golden 1 Center            ,
1816 ,"Sat, Dec 31, 2022" ,3:00p      ,Los Angeles Clippers   ,130 ,Indiana Pacers         ,  131 ,Box Score  ,           ,16731.0 ,2:18   ,Gainbridge Fieldhouse      ,
1817 ,"Sat, Dec 31, 2022" ,7:00p      ,Cleveland Cavaliers    ,103 ,Chicago Bulls          ,  102 ,Box Score  ,           ,21524.0 ,2:11   ,United Center              ,
1818 ,"Sat, Dec 31, 2022" ,7:00p      ,Brooklyn Nets          ,123 ,Charlotte Hornets      ,  106 ,Box Score  ,           ,19386.0 ,2:05   ,Spectrum Center            ,
1819 ,"Sat, Dec 31, 2022" ,7:00p      ,New York Knicks        ,108 ,Houston Rockets        ,   88 ,Box Score  ,           ,18055.0 ,2:13   ,Toyota Center              ,
1820 ,"Sat, Dec 31, 2022" ,7:00p      ,Dallas Mavericks       ,126 ,San Antonio Spurs      ,  125 ,Box Score  ,           ,18354.0 ,2:18   ,AT&T Center                ,
1821 ,"Sat, Dec 31, 2022" ,8:00p      ,New Orleans Pelicans   ,101 ,Memphis Grizzlies      ,  116 ,Box Score  ,           ,17951.0 ,2:37   ,FedEx Forum                ,
1822 ,"Sat, Dec 31, 2022" ,8:00p      ,Detroit Pistons        ,116 ,Minnesota Timberwolves ,  104 ,Box Score  ,           ,16233.0 ,2:17   ,Target Center              ,
1823 ,"Sat, Dec 31, 2022" ,8:00p      ,Philadelphia 76ers     ,115 ,Oklahoma City Thunder  ,   96 ,Box Score  ,           ,17147.0 ,2:08   ,Paycom Center              ,
1824 ,"Sat, Dec 31, 2022" ,9:00p      ,Miami Heat             ,126 ,Utah Jazz              ,  123 ,Box Score  ,           ,18206.0 ,2:26   ,Vivint Arena               ,
1825 ,"Sun, Jan 1, 2023"  ,8:00p      ,Boston Celtics         ,111 ,Denver Nuggets         ,  123 ,Box Score  ,           ,19641.0 ,2:40   ,Ball Arena                 ,
1826 ,"Sun, Jan 1, 2023"  ,8:00p      ,Sacramento Kings       ,108 ,Memphis Grizzlies      ,  118 ,Box Score  ,           ,17794.0 ,2:11   ,FedEx Forum                ,
1827 ,"Sun, Jan 1, 2023"  ,8:00p      ,Washington Wizards     ,118 ,Milwaukee Bucks        ,   95 ,Box Score  ,           ,17341.0 ,2:00   ,Fiserv Forum               ,
1828 ,"Mon, Jan 2, 2023"  ,3:00p      ,Phoenix Suns           , 83 ,New York Knicks        ,  102 ,Box Score  ,           ,19812.0 ,2:01   ,Madison Square Garden (IV) ,
1829 ,"Mon, Jan 2, 2023"  ,7:00p      ,Los Angeles Lakers     ,121 ,Charlotte Hornets      ,  115 ,Box Score  ,           ,19210.0 ,2:18   ,Spectrum Center            ,
1830 ,"Mon, Jan 2, 2023"  ,7:00p      ,Chicago Bulls          ,134 ,Cleveland Cavaliers    ,  145 ,Box Score  ,OT         ,19432.0 ,2:50   ,Rocket Mortgage Fieldhouse ,
1831 ,"Mon, Jan 2, 2023"  ,7:00p      ,Toronto Raptors        ,114 ,Indiana Pacers         ,  122 ,Box Score  ,           ,14054.0 ,2:25   ,Gainbridge Fieldhouse      ,
1832 ,"Mon, Jan 2, 2023"  ,7:00p      ,New Orleans Pelicans   ,111 ,Philadelphia 76ers     ,  120 ,Box Score  ,           ,20531.0 ,2:09   ,Wells Fargo Center         ,
1833 ,"Mon, Jan 2, 2023"  ,7:30p      ,San Antonio Spurs      ,103 ,Brooklyn Nets          ,  139 ,Box Score  ,           ,18224.0 ,1:58   ,Barclays Center            ,
1834 ,"Mon, Jan 2, 2023"  ,8:00p      ,Dallas Mavericks       ,111 ,Houston Rockets        ,  106 ,Box Score  ,           ,18055.0 ,2:21   ,Toyota Center              ,
1835 ,"Mon, Jan 2, 2023"  ,8:00p      ,Denver Nuggets         ,111 ,Minnesota Timberwolves ,  124 ,Box Score  ,           ,15962.0 ,2:12   ,Target Center              ,
1836 ,"Mon, Jan 2, 2023"  ,10:00p     ,Atlanta Hawks          ,141 ,Golden State Warriors  ,  143 ,Box Score  ,2OT        ,18064.0 ,2:45   ,Chase Center               ,
1837 ,"Mon, Jan 2, 2023"  ,10:00p     ,Detroit Pistons        ,106 ,Portland Trail Blazers ,  135 ,Box Score  ,           ,19393.0 ,2:24   ,Moda Center                ,
1838 ,"Mon, Jan 2, 2023"  ,10:30p     ,Miami Heat             ,110 ,Los Angeles Clippers   ,  100 ,Box Score  ,           ,19068.0 ,2:15   ,Crypto.com Arena           ,
1839 ,"Tue, Jan 3, 2023"  ,8:00p      ,Washington Wizards     ,113 ,Milwaukee Bucks        ,  123 ,Box Score  ,           ,17341.0 ,2:10   ,Fiserv Forum               ,
1840 ,"Tue, Jan 3, 2023"  ,8:00p      ,Boston Celtics         ,117 ,Oklahoma City Thunder  ,  150 ,Box Score  ,           ,16778.0 ,2:09   ,Paycom Center              ,
1841 ,"Tue, Jan 3, 2023"  ,9:00p      ,Sacramento Kings       ,117 ,Utah Jazz              ,  115 ,Box Score  ,           ,18206.0 ,2:17   ,Vivint Arena               ,
1842 ,"Wed, Jan 4, 2023"  ,7:00p      ,Memphis Grizzlies      ,131 ,Charlotte Hornets      ,  107 ,Box Score  ,           ,19249.0 ,2:09   ,Spectrum Center            ,
1843 ,"Wed, Jan 4, 2023"  ,7:00p      ,Phoenix Suns           , 88 ,Cleveland Cavaliers    ,   90 ,Box Score  ,           ,19432.0 ,2:14   ,Rocket Mortgage Fieldhouse ,
1844 ,"Wed, Jan 4, 2023"  ,7:00p      ,Oklahoma City Thunder  ,115 ,Orlando Magic          ,  126 ,Box Score  ,           ,18925.0 ,2:16   ,Amway Center               ,
1845 ,"Wed, Jan 4, 2023"  ,7:00p      ,Indiana Pacers         ,126 ,Philadelphia 76ers     ,  129 ,Box Score  ,OT         ,20033.0 ,2:26   ,Wells Fargo Center         ,
1846 ,"Wed, Jan 4, 2023"  ,7:30p      ,San Antonio Spurs      ,114 ,New York Knicks        ,  117 ,Box Score  ,           ,19812.0 ,2:20   ,Madison Square Garden (IV) ,
1847 ,"Wed, Jan 4, 2023"  ,7:30p      ,Milwaukee Bucks        ,104 ,Toronto Raptors        ,  101 ,Box Score  ,OT         ,19800.0 ,2:44   ,Scotiabank Arena           ,
1848 ,"Wed, Jan 4, 2023"  ,8:00p      ,Brooklyn Nets          ,112 ,Chicago Bulls          ,  121 ,Box Score  ,           ,21418.0 ,2:12   ,United Center              ,
1849 ,"Wed, Jan 4, 2023"  ,8:00p      ,Portland Trail Blazers ,106 ,Minnesota Timberwolves ,  113 ,Box Score  ,           ,15434.0 ,2:24   ,Target Center              ,
1850 ,"Wed, Jan 4, 2023"  ,8:00p      ,Houston Rockets        ,108 ,New Orleans Pelicans   ,  119 ,Box Score  ,           ,17295.0 ,2:09   ,Smoothie King Center       ,
1851 ,"Wed, Jan 4, 2023"  ,10:00p     ,Detroit Pistons        ,122 ,Golden State Warriors  ,  119 ,Box Score  ,           ,18064.0 ,2:11   ,Chase Center               ,
1852 ,"Wed, Jan 4, 2023"  ,10:00p     ,Miami Heat             ,109 ,Los Angeles Lakers     ,  112 ,Box Score  ,           ,18997.0 ,2:27   ,Crypto.com Arena           ,
1853 ,"Wed, Jan 4, 2023"  ,10:00p     ,Atlanta Hawks          ,120 ,Sacramento Kings       ,  117 ,Box Score  ,           ,17611.0 ,2:15   ,Golden 1 Center            ,
1854 ,"Thu, Jan 5, 2023"  ,7:00p      ,Memphis Grizzlies      ,123 ,Orlando Magic          ,  115 ,Box Score  ,           ,19184.0 ,2:18   ,Amway Center               ,
1855 ,"Thu, Jan 5, 2023"  ,7:30p      ,Boston Celtics         ,124 ,Dallas Mavericks       ,   95 ,Box Score  ,           ,20413.0 ,2:18   ,American Airlines Center   ,
1856 ,"Thu, Jan 5, 2023"  ,8:00p      ,Utah Jazz              ,131 ,Houston Rockets        ,  114 ,Box Score  ,           ,16320.0 ,2:08   ,Toyota Center              ,
1857 ,"Thu, Jan 5, 2023"  ,10:00p     ,Los Angeles Clippers   , 91 ,Denver Nuggets         ,  122 ,Box Score  ,           ,19087.0 ,2:06   ,Ball Arena                 ,
1858 ,"Fri, Jan 6, 2023"  ,7:00p      ,Portland Trail Blazers , 99 ,Indiana Pacers         ,  108 ,Box Score  ,           ,16548.0 ,2:12   ,Gainbridge Fieldhouse      ,
1859 ,"Fri, Jan 6, 2023"  ,7:00p      ,Chicago Bulls          ,126 ,Philadelphia 76ers     ,  112 ,Box Score  ,           ,20766.0 ,2:04   ,Wells Fargo Center         ,
1860 ,"Fri, Jan 6, 2023"  ,7:30p      ,Brooklyn Nets          ,108 ,New Orleans Pelicans   ,  102 ,Box Score  ,           ,18636.0 ,2:22   ,Smoothie King Center       ,
1861 ,"Fri, Jan 6, 2023"  ,7:30p      ,New York Knicks        ,112 ,Toronto Raptors        ,  108 ,Box Score  ,           ,19800.0 ,2:24   ,Scotiabank Arena           ,
1862 ,"Fri, Jan 6, 2023"  ,8:00p      ,Charlotte Hornets      ,138 ,Milwaukee Bucks        ,  109 ,Box Score  ,           ,17627.0 ,2:06   ,Fiserv Forum               ,
1863 ,"Fri, Jan 6, 2023"  ,8:00p      ,Washington Wizards     ,110 ,Oklahoma City Thunder  ,  127 ,Box Score  ,           ,14790.0 ,2:08   ,Paycom Center              ,
1864 ,"Fri, Jan 6, 2023"  ,8:00p      ,Detroit Pistons        ,109 ,San Antonio Spurs      ,  121 ,Box Score  ,           ,13107.0 ,2:09   ,AT&T Center                ,
1865 ,"Fri, Jan 6, 2023"  ,9:00p      ,Cleveland Cavaliers    ,108 ,Denver Nuggets         ,  121 ,Box Score  ,           ,19638.0 ,2:23   ,Ball Arena                 ,
1866 ,"Fri, Jan 6, 2023"  ,9:00p      ,Los Angeles Clippers   ,115 ,Minnesota Timberwolves ,  128 ,Box Score  ,           ,17136.0 ,2:18   ,Target Center              ,
1867 ,"Fri, Jan 6, 2023"  ,10:00p     ,Miami Heat             ,104 ,Phoenix Suns           ,   96 ,Box Score  ,           ,17071.0 ,2:27   ,Footprint Center           ,
1868 ,"Fri, Jan 6, 2023"  ,10:30p     ,Atlanta Hawks          ,114 ,Los Angeles Lakers     ,  130 ,Box Score  ,           ,18997.0 ,2:01   ,Crypto.com Arena           ,
1869 ,"Sat, Jan 7, 2023"  ,6:00p      ,Boston Celtics         ,121 ,San Antonio Spurs      ,  116 ,Box Score  ,           ,18354.0 ,2:08   ,AT&T Center                ,
1870 ,"Sat, Jan 7, 2023"  ,8:00p      ,Utah Jazz              ,118 ,Chicago Bulls          ,  126 ,Box Score  ,           ,21694.0 ,2:12   ,United Center              ,
1871 ,"Sat, Jan 7, 2023"  ,8:00p      ,New Orleans Pelicans   ,117 ,Dallas Mavericks       ,  127 ,Box Score  ,           ,20300.0 ,2:16   ,American Airlines Center   ,
1872 ,"Sat, Jan 7, 2023"  ,8:30p      ,Orlando Magic          ,115 ,Golden State Warriors  ,  101 ,Box Score  ,           ,18064.0 ,2:07   ,Chase Center               ,
1873 ,"Sat, Jan 7, 2023"  ,10:00p     ,Los Angeles Lakers     ,136 ,Sacramento Kings       ,  134 ,Box Score  ,           ,17611.0 ,2:31   ,Golden 1 Center            ,
1874 ,"Sun, Jan 8, 2023"  ,3:00p      ,Philadelphia 76ers     ,123 ,Detroit Pistons        ,  111 ,Box Score  ,           ,18898.0 ,2:11   ,Little Caesars Arena       ,
1875 ,"Sun, Jan 8, 2023"  ,3:30p      ,Portland Trail Blazers ,105 ,Toronto Raptors        ,  117 ,Box Score  ,           ,19800.0 ,2:29   ,Scotiabank Arena           ,
1876 ,"Sun, Jan 8, 2023"  ,5:00p      ,Charlotte Hornets      ,111 ,Indiana Pacers         ,  116 ,Box Score  ,           ,15805.0 ,2:21   ,Gainbridge Fieldhouse      ,
1877 ,"Sun, Jan 8, 2023"  ,6:00p      ,Utah Jazz              ,118 ,Memphis Grizzlies      ,  123 ,Box Score  ,           ,17794.0 ,2:15   ,FedEx Forum                ,
1878 ,"Sun, Jan 8, 2023"  ,6:00p      ,Brooklyn Nets          ,102 ,Miami Heat             ,  101 ,Box Score  ,           ,19901.0 ,2:13   ,Kaseya Center              ,
1879 ,"Sun, Jan 8, 2023"  ,7:00p      ,Minnesota Timberwolves ,104 ,Houston Rockets        ,   96 ,Box Score  ,           ,18055.0 ,2:09   ,Toyota Center              ,
1880 ,"Sun, Jan 8, 2023"  ,7:00p      ,Dallas Mavericks       ,109 ,Oklahoma City Thunder  ,  120 ,Box Score  ,           ,16317.0 ,2:17   ,Paycom Center              ,
1881 ,"Sun, Jan 8, 2023"  ,8:00p      ,Cleveland Cavaliers    ,112 ,Phoenix Suns           ,   98 ,Box Score  ,           ,17071.0 ,1:55   ,Footprint Center           ,
1882 ,"Sun, Jan 8, 2023"  ,9:00p      ,Atlanta Hawks          ,112 ,Los Angeles Clippers   ,  108 ,Box Score  ,           ,19068.0 ,2:12   ,Crypto.com Arena           ,
1883 ,"Mon, Jan 9, 2023"  ,7:00p      ,New Orleans Pelicans   ,132 ,Washington Wizards     ,  112 ,Box Score  ,           ,16223.0 ,2:18   ,Capital One Arena          ,
1884 ,"Mon, Jan 9, 2023"  ,7:30p      ,Chicago Bulls          , 99 ,Boston Celtics         ,  107 ,Box Score  ,           ,19156.0 ,2:02   ,TD Garden                  ,
1885 ,"Mon, Jan 9, 2023"  ,7:30p      ,Milwaukee Bucks        ,111 ,New York Knicks        ,  107 ,Box Score  ,           ,18167.0 ,2:19   ,Madison Square Garden (IV) ,
1886 ,"Mon, Jan 9, 2023"  ,8:00p      ,San Antonio Spurs      ,113 ,Memphis Grizzlies      ,  121 ,Box Score  ,           ,16013.0 ,2:10   ,FedEx Forum                ,
1887 ,"Mon, Jan 9, 2023"  ,9:00p      ,Los Angeles Lakers     ,109 ,Denver Nuggets         ,  122 ,Box Score  ,           ,19609.0 ,2:10   ,Ball Arena                 ,
1888 ,"Mon, Jan 9, 2023"  ,10:00p     ,Orlando Magic          ,111 ,Sacramento Kings       ,  136 ,Box Score  ,           ,16499.0 ,2:05   ,Golden 1 Center            ,
1889 ,"Tue, Jan 10, 2023" ,7:00p      ,Detroit Pistons        ,116 ,Philadelphia 76ers     ,  147 ,Box Score  ,           ,20221.0 ,2:14   ,Wells Fargo Center         ,
1890 ,"Tue, Jan 10, 2023" ,7:30p      ,Oklahoma City Thunder  ,111 ,Miami Heat             ,  112 ,Box Score  ,           ,19600.0 ,2:32   ,Kaseya Center              ,
1891 ,"Tue, Jan 10, 2023" ,7:30p      ,Charlotte Hornets      ,120 ,Toronto Raptors        ,  132 ,Box Score  ,           ,19800.0 ,2:10   ,Scotiabank Arena           ,
1892 ,"Tue, Jan 10, 2023" ,9:00p      ,Cleveland Cavaliers    ,114 ,Utah Jazz              ,  116 ,Box Score  ,           ,18206.0 ,2:27   ,Vivint Arena               ,
1893 ,"Tue, Jan 10, 2023" ,10:00p     ,Phoenix Suns           ,125 ,Golden State Warriors  ,  113 ,Box Score  ,           ,18064.0 ,2:31   ,Chase Center               ,
1894 ,"Tue, Jan 10, 2023" ,10:00p     ,Orlando Magic          ,109 ,Portland Trail Blazers ,  106 ,Box Score  ,           ,18176.0 ,2:14   ,Moda Center                ,
1895 ,"Tue, Jan 10, 2023" ,10:30p     ,Dallas Mavericks       ,101 ,Los Angeles Clippers   ,  113 ,Box Score  ,           ,15828.0 ,2:14   ,Crypto.com Arena           ,
1896 ,"Wed, Jan 11, 2023" ,7:00p      ,Minnesota Timberwolves ,118 ,Detroit Pistons        ,  135 ,Box Score  ,           ,15906.0 ,2:13   ,Little Caesars Arena       ,
1897 ,"Wed, Jan 11, 2023" ,7:00p      ,Chicago Bulls          , 97 ,Washington Wizards     ,  100 ,Box Score  ,           ,17032.0 ,2:07   ,Capital One Arena          ,
1898 ,"Wed, Jan 11, 2023" ,7:30p      ,Milwaukee Bucks        ,114 ,Atlanta Hawks          ,  105 ,Box Score  ,           ,17154.0 ,2:13   ,State Farm Arena           ,
1899 ,"Wed, Jan 11, 2023" ,7:30p      ,New Orleans Pelicans   ,114 ,Boston Celtics         ,  125 ,Box Score  ,           ,19156.0 ,2:00   ,TD Garden                  ,
1900 ,"Wed, Jan 11, 2023" ,7:30p      ,Indiana Pacers         ,113 ,New York Knicks        ,  119 ,Box Score  ,           ,18249.0 ,2:16   ,Madison Square Garden (IV) ,
1901 ,"Wed, Jan 11, 2023" ,8:00p      ,San Antonio Spurs      ,129 ,Memphis Grizzlies      ,  135 ,Box Score  ,           ,16454.0 ,2:13   ,FedEx Forum                ,
1902 ,"Wed, Jan 11, 2023" ,10:00p     ,Phoenix Suns           , 97 ,Denver Nuggets         ,  126 ,Box Score  ,           ,18872.0 ,2:16   ,Ball Arena                 ,
1903 ,"Wed, Jan 11, 2023" ,10:00p     ,Houston Rockets        ,115 ,Sacramento Kings       ,  135 ,Box Score  ,           ,16057.0 ,2:15   ,Golden 1 Center            ,
1904 ,"Thu, Jan 12, 2023" ,7:00p      ,Oklahoma City Thunder  ,133 ,Philadelphia 76ers     ,  114 ,Box Score  ,           ,20892.0 ,2:16   ,Wells Fargo Center         ,
1905 ,"Thu, Jan 12, 2023" ,7:30p      ,Boston Celtics         ,109 ,Brooklyn Nets          ,   98 ,Box Score  ,           ,18125.0 ,2:13   ,Barclays Center            ,
1906 ,"Thu, Jan 12, 2023" ,7:30p      ,Milwaukee Bucks        ,102 ,Miami Heat             ,  108 ,Box Score  ,           ,19600.0 ,2:00   ,Kaseya Center              ,
1907 ,"Thu, Jan 12, 2023" ,7:30p      ,Charlotte Hornets      ,114 ,Toronto Raptors        ,  124 ,Box Score  ,           ,19800.0 ,2:20   ,Scotiabank Arena           ,
1908 ,"Thu, Jan 12, 2023" ,10:00p     ,Dallas Mavericks       ,119 ,Los Angeles Lakers     ,  115 ,Box Score  ,2OT        ,18997.0 ,2:52   ,Crypto.com Arena           ,
1909 ,"Thu, Jan 12, 2023" ,10:00p     ,Cleveland Cavaliers    ,119 ,Portland Trail Blazers ,  113 ,Box Score  ,           ,18105.0 ,2:19   ,Moda Center                ,
1910 ,"Fri, Jan 13, 2023" ,7:00p      ,New Orleans Pelicans   ,116 ,Detroit Pistons        ,  110 ,Box Score  ,           ,18989.0 ,2:16   ,Little Caesars Arena       ,
1911 ,"Fri, Jan 13, 2023" ,7:00p      ,Atlanta Hawks          ,113 ,Indiana Pacers         ,  111 ,Box Score  ,           ,16071.0 ,2:22   ,Gainbridge Fieldhouse      ,
1912 ,"Fri, Jan 13, 2023" ,7:00p      ,New York Knicks        ,112 ,Washington Wizards     ,  108 ,Box Score  ,           ,20476.0 ,2:21   ,Capital One Arena          ,
1913 ,"Fri, Jan 13, 2023" ,7:30p      ,Golden State Warriors  ,144 ,San Antonio Spurs      ,  113 ,Box Score  ,           ,68323.0 ,2:22   ,Alamodome                  ,
1914 ,"Fri, Jan 13, 2023" ,8:00p      ,Oklahoma City Thunder  ,124 ,Chicago Bulls          ,  110 ,Box Score  ,           ,21342.0 ,2:07   ,United Center              ,
1915 ,"Fri, Jan 13, 2023" ,8:00p      ,Phoenix Suns           ,116 ,Minnesota Timberwolves ,  121 ,Box Score  ,           ,16460.0 ,2:19   ,Target Center              ,
1916 ,"Fri, Jan 13, 2023" ,9:00p      ,Orlando Magic          ,108 ,Utah Jazz              ,  112 ,Box Score  ,           ,18206.0 ,2:22   ,Vivint Arena               ,
1917 ,"Fri, Jan 13, 2023" ,10:00p     ,Denver Nuggets         ,115 ,Los Angeles Clippers   ,  103 ,Box Score  ,           ,16005.0 ,2:14   ,Crypto.com Arena           ,
1918 ,"Fri, Jan 13, 2023" ,10:00p     ,Houston Rockets        ,114 ,Sacramento Kings       ,  139 ,Box Score  ,           ,17894.0 ,2:23   ,Golden 1 Center            ,
1919 ,"Sat, Jan 14, 2023" ,1:00p      ,Milwaukee Bucks        , 95 ,Miami Heat             ,  111 ,Box Score  ,           ,19620.0 ,2:03   ,Kaseya Center              ,
1920 ,"Sat, Jan 14, 2023" ,7:00p      ,Boston Celtics         ,122 ,Charlotte Hornets      ,  106 ,Box Score  ,           ,19608.0 ,1:58   ,Spectrum Center            ,
1921 ,"Sat, Jan 14, 2023" ,7:00p      ,Memphis Grizzlies      ,130 ,Indiana Pacers         ,  112 ,Box Score  ,           ,17274.0 ,2:17   ,Gainbridge Fieldhouse      ,
1922 ,"Sat, Jan 14, 2023" ,7:30p      ,Atlanta Hawks          ,114 ,Toronto Raptors        ,  103 ,Box Score  ,           ,19800.0 ,2:10   ,Scotiabank Arena           ,
1923 ,"Sat, Jan 14, 2023" ,8:00p      ,Cleveland Cavaliers    ,102 ,Minnesota Timberwolves ,  110 ,Box Score  ,           ,17136.0 ,2:07   ,Target Center              ,
1924 ,"Sat, Jan 14, 2023" ,9:00p      ,Philadelphia 76ers     ,118 ,Utah Jazz              ,  117 ,Box Score  ,           ,18206.0 ,2:15   ,Vivint Arena               ,
1925 ,"Sat, Jan 14, 2023" ,10:00p     ,Dallas Mavericks       ,119 ,Portland Trail Blazers ,  136 ,Box Score  ,           ,19393.0 ,2:05   ,Moda Center                ,
1926 ,"Sun, Jan 15, 2023" ,1:00p      ,New York Knicks        ,117 ,Detroit Pistons        ,  104 ,Box Score  ,           ,19894.0 ,2:12   ,Little Caesars Arena       ,
1927 ,"Sun, Jan 15, 2023" ,3:00p      ,Houston Rockets        ,100 ,Los Angeles Clippers   ,  121 ,Box Score  ,           ,17238.0 ,2:17   ,Crypto.com Arena           ,
1928 ,"Sun, Jan 15, 2023" ,3:30p      ,Golden State Warriors  ,118 ,Chicago Bulls          ,  132 ,Box Score  ,           ,20139.0 ,2:17   ,United Center              ,
1929 ,"Sun, Jan 15, 2023" ,6:00p      ,Oklahoma City Thunder  ,112 ,Brooklyn Nets          ,  102 ,Box Score  ,           ,18165.0 ,2:08   ,Barclays Center            ,
1930 ,"Sun, Jan 15, 2023" ,7:00p      ,Sacramento Kings       ,132 ,San Antonio Spurs      ,  119 ,Box Score  ,           ,12339.0 ,2:12   ,AT&T Center                ,
